"hhid","grappe","menage","region","region_nom","departement","departement_nom","head_sexe","head_age","head_martial_status","head_religion","head_phone","head_internet","head_education","head_educlevel_max","head_travail_champs","head_travail_remun_com","head_travail_salarie","head_travail_non_exerce","head_source_rev_prin","head_bovin_farming","head_caprin_farming","head_salaire_emploi","head_salaire_emploi2","head_bank","head_credit","head_credit_demand","head_credit_obtention","head_credit_last","head_credit_util","owner_head_goat","owner_man_goat","owner_woman_goat","owner_married_goat","owner_school_goat","owner_bank_goat","owner_savings_goat","owner_phone_goat","owner_internet_goat","owner_job_goat","owner_business_goat","owner_farming_pr_goat","owner_farming_sec_goat","owner_num_species_goat","owner_decision_sale_goat","owner_total_sale_value_goat","owner_milk_production_goat","owner_milk_sale_revenue_goat","owner_healthcare_expenditure_goat","owner_head_sheep","owner_man_sheep","owner_woman_sheep","owner_married_sheep","owner_school_sheep","owner_bank_sheep","owner_savings_sheep","owner_phone_sheep","owner_internet_sheep","owner_job_sheep","owner_business_sheep","owner_farming_pr_sheep","owner_farming_sec_sheep","owner_num_species_sheep","owner_decision_sale_sheep","owner_total_sale_value_sheep","owner_milk_production_sheep","owner_milk_sale_revenue_sheep","owner_healthcare_expenditure_sheep","vaccine","household_tv","household_transp","household_radio","household_tel_port","household_tel_fixe","nb_article","etat_article","val_fcfa","prix_revente","reseau_elect_men","reseau_mobile_men","internet_men","percep_rev_men","percep_rev_voisins","percep_rev_capitale","percep_rev_classement","percep_rev_mttmin","diff_dep_loyer","diff_dep_ecl","diff_dep_maladie","diff_dep_transport","diff_sco_enfts","choc_nature","choc_men","choc_me_conseq","choc_str_epargne","choc_str_aide_parents_amis","choc_str_aide_gouvernement","choc_str_aide_religieuses_ONG","choc_str_marier_enfants","choc_str_changement_consommation","choc_str_achat_aliments_moins_chers","choc_str_membres_actifs_emplois_supp","choc_str_membres_adultes_emplois","choc_str_enfants_travailler","choc_str_enfants_descolarises","choc_str_migration","choc_str_reduction_depenses_sante_educ","choc_str_obtention_credit","choc_str_vente_actifs_agricoles","choc_str_vente_biens_durables","choc_str_vente_terrain_immeubles","choc_str_location_terres","choc_str_vente_stock_vivres","choc_str_activites_peche","choc_str_vente_betail","choc_str_confiage_enfants","choc_str_activites_spirituelles","choc_str_culture_contre_saison","choc_str_autre_strategie","choc_str_aucune_strategie","entreprise_nonag_pres","entreprise_nonag_benef","wealth","distance_ville_pr","voie_acces_pr","voie_acces_autre","transp_dispo","transp_moto","transp_voiture","transp_train","transp_pirogue","transp_present","moy_transp_pr","moy_transp_pr_freq","moy_transp_pr_freq_autre","reseau_elect","reseau_mobile","presence_cs","service_hopital","service_autre_sante","service_cabinet","service_banque","service_cea","service_bab","service_transport","service_transport_autre","service_temps_moy","service_pb_aucun","service_pb_eloignmnt","service_pb_insf","service_pb_qualif","service_pb_att","service_pb_acc","service_pb_lieu","service_pb_acces","service_pb_inf","service_pb_prx","service_pb_corr"
"ner87008",87,8,2,"diffa",24,"MAINE-SOROA","homme",NA,"marie monogame","musulman",FALSE,FALSE,"FALSE",NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,FALSE,NA,TRUE,NA,20000,"Chocs",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2,"Neuf",40000,28000,FALSE,FALSE,FALSE,"Passablement","Pareillement","Moins bien","Pauvre",500000,FALSE,FALSE,FALSE,FALSE,FALSE,108,TRUE,"NA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,15,"Route goudronnee","",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Taxi/Car","Plusieurs fois par jour","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Voiture/Car","",30,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ner87009",87,9,2,"diffa",24,"MAINE-SOROA","homme",23,"marie monogame","musulman",FALSE,FALSE,"FALSE",NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,"NA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,6,TRUE,180000,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,"Neuf",15000,13000,FALSE,FALSE,FALSE,"Passablement","Un peu mieux","Pareillement","Pauvre",1000000,FALSE,FALSE,FALSE,FALSE,FALSE,108,TRUE,"NA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,15,"Route goudronnee","",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Taxi/Car","Plusieurs fois par jour","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Voiture/Car","",30,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ner88001",88,1,2,"diffa",24,"MAINE-SOROA","homme",NA,"marie monogame","musulman",TRUE,FALSE,"TRUE","secondaire 2 generale",NA,NA,NA,NA,"NA",NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,"NA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2,"Neuf",60000,40000,TRUE,FALSE,FALSE,"Passablement","Un peu mieux","Moins bien","Moyen",250000,FALSE,FALSE,FALSE,FALSE,FALSE,108,TRUE,"NA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,0,"Route en laterite","",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Moto/Tricyle","Plusieurs fois par jour","",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Moto/Tricycle","",20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ner88002",88,2,2,"diffa",24,"MAINE-SOROA","homme",NA,"marie monogame","musulman",FALSE,FALSE,"FALSE",NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,"NA",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Route en laterite","",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Moto/Tricyle","Plusieurs fois par jour","",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Moto/Tricycle","",20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ner88006",88,6,2,"diffa",24,"MAINE-SOROA","homme",NA,"marie monogame","musulman",TRUE,FALSE,"TRUE","primaire",NA,NA,NA,NA,"NA",NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,"NA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,TRUE,FALSE,NA,FALSE,NA,NA,12,TRUE,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,"Neuf",500000,500000,FALSE,FALSE,FALSE,"Assez bien","Un peu mieux","Pareillement","Pauvre",350000,TRUE,FALSE,FALSE,FALSE,FALSE,108,TRUE,"NA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,5e+05,0,"Route en laterite","",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Moto/Tricyle","Plusieurs fois par jour","",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Moto/Tricycle","",20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ner88009",88,9,2,"diffa",24,"MAINE-SOROA","homme",NA,"marie monogame","musulman",TRUE,FALSE,"FALSE",NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,"NA",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,TRUE,NA,NA,TRUE,FALSE,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,"Neuf",6000,4000,FALSE,FALSE,FALSE,"Passablement","Pareillement","Pareillement","Moyen",500000,FALSE,FALSE,FALSE,FALSE,FALSE,108,TRUE,"NA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,0,0,"Route en laterite","",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Moto/Tricyle","Plusieurs fois par jour","",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Moto/Tricycle","",20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ner880012",88,12,2,"diffa",24,"MAINE-SOROA","homme",NA,"marie monogame","musulman",FALSE,FALSE,"FALSE",NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,"NA",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Route en laterite","",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Moto/Tricyle","Plusieurs fois par jour","",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Moto/Tricycle","",20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ner89001",89,1,2,"diffa",24,"MAINE-SOROA","homme",60,"marie polygame","musulman",FALSE,FALSE,"FALSE",NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,"NA",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,15,TRUE,NA,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,"Piste","",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Taxi/Car","Une fois par semaine","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Voiture/Car","",180,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ner89002",89,2,2,"diffa",24,"MAINE-SOROA","homme",NA,"marie polygame","musulman",TRUE,TRUE,"TRUE","secondaire 2 generale",NA,NA,NA,NA,"NA",NA,NA,NA,NA,FALSE,TRUE,TRUE,NA,NA,"NA",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,"Neuf",20000,15000,FALSE,FALSE,FALSE,"Assez bien","Nettement mieux","Moins bien","Pauvre",300000,FALSE,FALSE,FALSE,FALSE,FALSE,108,TRUE,"NA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,140,"Piste","",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Taxi/Car","Une fois par semaine","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Voiture/Car","",180,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ner89003",89,3,2,"diffa",24,"MAINE-SOROA","homme",42,"marie monogame","musulman",FALSE,FALSE,"FALSE",NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,"NA",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,12,TRUE,NA,FALSE,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,12,TRUE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,"Piste","",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Taxi/Car","Une fois par semaine","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Voiture/Car","",180,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ner89004",89,4,2,"diffa",24,"MAINE-SOROA","homme",NA,"marie monogame","musulman",FALSE,FALSE,"FALSE",NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,"NA",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,25,TRUE,NA,FALSE,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,25,TRUE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,"Piste","",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Taxi/Car","Une fois par semaine","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Voiture/Car","",180,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ner89005",89,5,2,"diffa",24,"MAINE-SOROA","homme",NA,"marie monogame","musulman",FALSE,FALSE,"FALSE",NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,"NA",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,14,TRUE,NA,FALSE,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,14,TRUE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,"Piste","",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Taxi/Car","Une fois par semaine","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Voiture/Car","",180,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ner89006",89,6,2,"diffa",24,"MAINE-SOROA","homme",25,"marie monogame","musulman",FALSE,FALSE,"FALSE",NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,"NA",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,10,TRUE,NA,FALSE,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,10,TRUE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,"Piste","",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Taxi/Car","Une fois par semaine","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Voiture/Car","",180,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ner89008",89,8,2,"diffa",24,"MAINE-SOROA","homme",NA,"marie monogame","musulman",FALSE,FALSE,"FALSE",NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,"NA",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,20,TRUE,NA,FALSE,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,20,TRUE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,"Piste","",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Taxi/Car","Une fois par semaine","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Voiture/Car","",180,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ner89009",89,9,2,"diffa",24,"MAINE-SOROA","homme",30,"marie monogame","musulman",FALSE,FALSE,"FALSE",NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,"NA",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,8,TRUE,NA,FALSE,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,8,TRUE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,"Piste","",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Taxi/Car","Une fois par semaine","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Voiture/Car","",180,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ner890010",89,10,2,"diffa",24,"MAINE-SOROA","homme",60,"marie monogame","musulman",FALSE,FALSE,"FALSE",NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,"NA",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,20,TRUE,NA,FALSE,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,20,TRUE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,"Piste","",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Taxi/Car","Une fois par semaine","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Voiture/Car","",180,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ner890011",89,11,2,"diffa",24,"MAINE-SOROA","homme",NA,"marie monogame","musulman",FALSE,FALSE,"FALSE",NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,"NA",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,10,TRUE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,"Piste","",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Taxi/Car","Une fois par semaine","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Voiture/Car","",180,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ner890012",89,12,2,"diffa",24,"MAINE-SOROA","homme",23,"marie monogame","musulman",FALSE,FALSE,"FALSE",NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,"NA",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,13,TRUE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,"Piste","",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Taxi/Car","Une fois par semaine","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Voiture/Car","",180,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ner90001",90,1,2,"diffa",24,"MAINE-SOROA","homme",NA,"marie monogame","musulman",TRUE,FALSE,"FALSE",NA,NA,NA,NA,NA,"NA",NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,"NA",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,NA,FALSE,NA,NA,10,TRUE,NA,FALSE,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,NA,FALSE,NA,NA,10,TRUE,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,"NA",12000,35000,FALSE,FALSE,FALSE,"Passablement","Un peu mieux","Moins bien","Pauvre",70000,FALSE,FALSE,FALSE,FALSE,FALSE,108,TRUE,"Diminue",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,12000,9,"Piste","",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Taxi/Car","Une fois par semaine","",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NA","",NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
