"vague","grappe","menage","s01q00a","s01q01","s01q02","s01q03a","s01q03b","s01q03c","s01q04a","s01q04b","s01q05","s01q06","s01q06a","s01q06b__1","s01q06b__2","s01q06b__3","s01q06b__4","s01q06b__5","s01q07","s01q08","s01q09__0","s01q09__1","s01q09__2","s01q09__3","s01q10","s01q11","s01q12","s01q13","s01q14","s01q15","s01q16","s01q16r","s01q17","s01q18","s01q19","s01q20","s01q20a1","s01q20a2","s01q20a3","s01q20b","s01q20c","s01q20d","s01q20e","s01q20f","s01q20g","s01q20h","s01q20i","s01q21","s01q22","s01q24","s01q25","s01q26","s01q27","s01q28","s01q29","s01q31","s01q32","s01q33","s01q34","s01q35","s01q36","s01q37","s01q38","s01q39__1","s01q39__2","s01q39__3","s01q39__4","s01q39__5","s01q23","s01q30"
2,482,3,1,1,1,9999,9999,9999,68,,,,,,,,,,3,1,2,5,,,21,2,1,,1,6,,,2,,3,25,,,,,,,,,,,,5,2,2,1,1,9,8,2,2,1,0,,,1,,4000,0,0,0,0,0,,
2,482,3,2,2,2,9999,9999,9999,57,,,,,,,,,,3,1,1,,,,20,3,1,,1,6,,,2,,3,20,,,,,,,,,,,,9,2,2,1,0,,,2,2,1,0,,,1,,2500,1,0,0,0,0,,
2,482,3,7,1,3,12,12,1991,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,2,,1,11,,,,,,,,,,,,2,1,,,,,,1,,,,,,1,,1500,1,0,0,0,0,1,5
2,482,3,6,1,3,6,5,1997,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,2,,1,11,,,,,,,,,,,,2,1,,,,,,1,,,,,,1,,1000,1,0,0,0,0,1,5
2,482,3,4,1,3,28,10,1987,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,2,,1,9,,,,,,,,,,,,2,1,,,,,,1,,,,,,1,,5000,1,0,0,0,0,1,2
2,482,3,5,2,2,9999,9999,9999,52,,,,,,,,,,3,1,1,,,,18,1,1,,1,6,,,2,,3,18,,,,,,,,,,,,9,2,2,1,0,,,2,2,1,0,,,1,,1000,1,0,0,0,0,,
2,482,5,3,1,3,8,2,2017,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,482,5,1,1,1,23,4,1989,,,,,,,,,,,2,1,2,,,,26,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,3,9,2,1,2,1,2,5,7,4,1,,1000,1,0,0,0,0,,
2,482,5,2,2,2,14,11,1994,,,,,,,,,,,2,1,1,,,,21,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,2,5,6,4,2,2,2,5,7,4,1,,500,1,0,0,0,0,,
2,482,6,4,1,3,4,8,2009,,,1,2,,,,,,,,,,,,,,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,482,6,3,1,3,30,12,2017,,,1,2,,,,,,,,,,,,,,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,482,6,1,1,1,9999,9999,1973,,,,,,,,,,,3,1,2,,,,25,3,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,6,4,2,1,1,0,,,1,,5000,1,0,0,0,0,,
2,482,6,5,2,3,5,9,2006,,,1,2,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,482,6,2,2,2,9999,9999,1984,,,,,,,,,,,3,1,1,,,,18,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,2,0,,,2,1,2,0,,,1,,800,1,0,0,0,0,,
2,482,8,4,1,3,15,11,2012,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,482,8,3,2,3,14,6,2014,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,482,8,6,1,3,19,1,2008,,,1,2,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,482,8,5,1,3,14,3,2010,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,482,8,2,2,2,24,6,1990,,,,,,,,,,,2,1,1,,,,17,1,1,,1,6,,,2,,2,17,,,,,,,,,,,,9,2,1,2,5,6,4,2,1,3,0,,,1,,2000,0,0,0,0,0,,
2,482,8,1,1,1,9999,9999,1977,,,,,,,,,,,2,1,2,,,,30,2,1,,1,6,,,1,1,2,25,,,,,,,,,,,,5,2,2,1,1,7,4,2,2,1,0,,,1,,2500,1,0,0,0,0,,
2,482,9,1,2,1,9999,9999,9999,60,,,,,,,,,,5,,,,,,14,1,1,,1,6,,,2,,3,14,,,,,,,,,,,,9,2,2,1,1,7,4,2,1,1,0,,,1,,500,0,0,0,0,0,,
2,482,9,3,2,5,13,12,2003,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,6,7,4,2,1,2,5,7,4,1,,500,1,0,0,0,0,,
2,482,9,2,1,3,9999,9999,9999,22,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,9,4,3,1,,,,,,1,,1000,1,0,0,0,0,,1
2,482,10,2,2,2,9999,9999,1986,,,,,,,,,,,2,1,1,,,,28,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,5,9,1,1,2,1,1,0,,,1,,750,1,0,0,0,0,,
2,482,10,1,1,1,30,10,1983,,,,,,,,,,,2,1,2,,,,31,1,1,,1,6,,,2,,2,31,,,,,,,,,,,,5,2,1,5,9,1,1,2,1,1,5,7,4,1,,1000,1,0,0,0,0,,
2,482,10,3,2,3,15,3,2017,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,482,11,7,2,3,28,10,2004,,,1,2,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,482,11,1,1,1,7,9,1976,,,,,,,,,,,2,1,2,,,,26,1,1,,1,6,,,2,,2,15,,,,,,,,,,,,2,2,2,1,6,7,4,2,2,1,0,,,1,,1000,1,0,0,0,0,,
2,482,11,8,2,3,25,3,2003,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,482,11,3,1,3,3,4,2018,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,482,11,5,2,3,19,9,2010,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,482,11,4,2,3,26,7,2013,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,482,11,6,1,3,16,8,2008,,,1,2,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,482,11,2,2,2,29,3,1985,,,,,,,,,,,2,1,1,,,,17,1,1,,1,6,,,2,,2,17,,,,,,,,,,,,9,2,2,1,5,7,4,2,1,1,0,,,1,,750,1,0,0,0,0,,
2,482,12,2,2,2,9999,9999,9999,27,,,,,,,,,,2,1,1,,,,14,1,1,,1,6,,,2,,3,14,,,,,,,,,,,,9,2,1,1,5,7,4,2,2,1,0,,,2,2,,0,0,0,0,0,,
2,482,12,1,1,1,9999,9999,1984,,,,,,,,,,,2,1,2,,,,22,1,1,,1,6,,,2,,3,30,,,,,,,,,,,,5,2,1,1,5,7,4,2,1,1,0,,,1,,1000,1,0,0,0,0,,
2,482,12,8,1,7,9999,9999,9999,6,,2,,,,,,,,,,,,,,,2,1,,1,6,,,2,,3,5,,,,,,,,,,,,3,2,1,1,5,7,4,2,1,1,0,,,,,,,,,,,,
2,482,12,3,2,3,18,7,2017,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,482,12,4,2,3,9999,9999,9999,6,,2,,,,,,,,,,,,,,,2,1,,1,6,,,2,,3,1,,,,,,,,,,,,2,1,,,,,,1,,,,,,,,,,,,,,1,2
2,482,12,5,1,3,9999,9999,9999,7,,2,,,,,,,,,,,,,,,2,1,,1,6,,,2,,3,3,,,,,,,,,,,,2,1,,,,,,1,,,,,,,,,,,,,,1,2
2,482,13,7,2,3,9999,9999,2007,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,482,13,4,1,3,28,2,2013,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,482,13,1,1,1,29,6,1979,,,,,,,,,,,2,1,2,,,,26,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,0,,,2,2,1,5,7,4,1,,1000,1,0,0,0,0,,
2,482,13,6,2,3,9999,9999,2009,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,482,13,3,1,3,7,9,2016,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,482,13,2,2,2,11,1,1992,,,,,,,,,,,2,1,1,,,,16,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,0,,,2,1,1,0,,,1,,500,1,0,0,0,0,,
2,482,13,5,1,3,9999,9999,2011,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,482,14,2,2,2,9999,9999,9999,22,,,,,,,,,,2,1,1,,,,17,1,1,,1,6,,,2,,3,17,,,,,,,,,,,,9,2,1,1,1,6,4,2,1,1,1,7,4,2,1,500,0,0,0,0,0,,
2,482,14,1,1,1,9999,9999,1991,,,,,,,,,,,2,1,2,,,,23,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,6,4,2,2,1,1,7,4,1,,1500,1,0,0,0,0,,
2,482,14,4,2,3,6,10,2015,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,482,14,5,1,8,1,1,2008,,,1,1,,,,,,,1,,,,,,,2,1,,1,6,,,2,,6,6,,,,,,,,,,,,3,2,1,1,5,6,4,2,2,1,0,,,2,2,,0,0,0,0,0,,
2,482,14,3,1,3,30,10,2018,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,483,1,1,1,1,6,10,1975,,,,,,,,,,,2,1,2,,,,32,1,1,,1,6,,,1,1,6,1,,,,,,,,,,,,6,2,2,2,1,7,4,2,1,1,0,,,1,,1000,1,0,0,0,0,,
1,483,1,3,1,3,9999,9999,2018,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,483,1,2,2,2,9999,9999,9999,32,,,,,,,,,,2,1,1,,,,23,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,1,1,1,7,4,1,,1500,0,0,0,0,0,,
1,483,1,4,1,3,9999,9999,2011,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,483,1,5,2,3,9999,9999,2010,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,483,2,1,1,1,3,4,1975,,,,,,,,,,,2,1,2,,,,28,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,3,5,7,4,2,2,2,8,7,4,1,,2000,0,0,0,0,0,,
1,483,2,3,2,3,2,6,2016,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,483,2,2,2,2,5,9,1982,,,,,,,,,,,2,1,1,,,,25,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,2,6,7,4,2,1,2,0,,,1,,1000,0,0,0,0,0,,
1,483,2,5,2,3,2,11,2000,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,2000,0,0,0,0,0,1,2
1,483,2,4,2,3,1,9,2014,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,483,4,2,1,3,9999,9999,9999,20,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,1,,,,,,1,,250,0,0,0,0,0,,1
1,483,4,4,2,5,9999,9999,9999,22,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,1,1,1,7,4,1,,200,0,0,0,0,0,,
1,483,4,3,2,5,9999,9999,9999,12,,1,2,,,,,,,1,,,,,,,1,1,,1,6,,,2,,3,10,,,,,,,,,,,,8,2,1,1,1,7,4,2,1,1,1,7,4,1,,100,0,0,0,0,0,,
1,483,4,1,2,1,9999,9999,9999,57,,,,,,,,,,5,,,,,,15,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,1,7,4,1,,300,0,0,0,0,0,,
1,483,5,3,1,3,9999,9999,2014,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,483,5,2,2,2,9999,9999,1990,,,,,,,,,,,2,1,1,,,,21,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,1,1,1,7,4,1,,5000,0,0,0,0,0,,
1,483,5,1,1,1,18,10,1987,,,,,,,,,,,2,1,2,,,,24,1,1,,1,6,,,1,1,14,0,,,,,,,,,,,,17,2,1,3,6,4,5,2,1,3,0,,,1,,3000,1,0,0,0,0,,
1,483,5,4,1,3,9999,9999,2012,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,483,6,2,2,2,9999,9999,1960,,,,,,,,,,,3,1,1,,,,20,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,4,9,3,2,2,2,1,0,,,1,,500,0,0,0,0,0,,
1,483,6,3,2,3,9999,9999,1990,,,,,,,,,,,1,,,,,,,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,600,1,0,0,0,0,1,2
1,483,6,1,1,1,9999,9999,9999,67,,,,,,,,,,3,1,2,,,,25,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,5,7,4,2,1,1,5,7,4,1,,700,0,0,0,0,0,,
1,483,7,1,1,1,9999,9999,1990,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,1,1,0,,,1,,1000,0,0,0,0,0,,
1,483,8,1,1,1,9999,9999,9999,41,,,,,,,,,,3,1,2,,,,30,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,4,9,3,2,2,2,1,0,,,1,,1000,0,0,0,0,0,,
1,483,8,2,2,2,9999,9999,9999,29,,,,,,,,,,3,1,1,,,,28,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,5,9,1,1,2,1,4,9,3,1,1,,0,0,0,0,0,0,,
1,483,9,8,1,3,9999,9999,2005,,,1,2,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,483,9,10,2,3,9999,9999,9999,19,,,,,,,,,,1,,,,,,,1,1,,1,6,,,2,,3,6,,,,,,,,,,,,3,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,483,9,9,2,3,9999,9999,2003,,,,,,,,,,,1,,,,,,,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,483,9,5,1,3,9999,9999,2012,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,483,9,4,2,3,9999,9999,2014,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,483,9,2,2,2,9999,9999,9999,35,,,,,,,,,,2,1,1,,,,16,1,1,,1,6,,,2,,3,12,,,,,,,,,,,,9,2,2,1,1,7,4,2,1,1,1,7,4,1,,200,0,0,0,0,0,,
1,483,9,1,1,1,9999,9999,9999,47,,,,,,,,,,2,1,2,,,,28,1,1,,1,6,,,2,,3,10,,,,,,,,,,,,5,2,2,1,1,7,4,2,2,1,1,7,4,1,,500,0,0,0,0,0,,
1,483,9,7,1,3,9999,9999,2007,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,483,9,3,1,3,2,6,2018,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,483,9,6,1,3,9999,9999,2009,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,483,10,2,2,2,9999,9999,1986,,,,,,,,,,,2,1,1,,,,17,1,1,,1,6,,,2,,3,17,,,,,,,,,,,,9,2,2,1,3,5,4,2,1,1,1,7,4,2,2,,0,0,0,0,0,,
1,483,10,3,1,3,9999,9999,2014,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,483,10,5,1,3,9999,9999,2004,,,2,,,,,,,,1,,,,,,,1,2,2,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,483,10,4,1,3,9999,9999,2008,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,483,10,1,1,1,9999,9999,1975,,,,,,,,,,,2,1,2,,,,25,1,1,,1,6,,,2,,3,25,,,,,,,,,,,,5,2,1,1,1,7,4,2,1,1,0,,,2,1,200,0,0,0,0,0,,
1,483,10,6,2,3,9999,9999,2001,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,483,11,4,2,3,9999,9999,2008,,,1,2,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,483,11,1,1,1,9999,9999,1957,,,,,,,,,,,3,1,2,,,,25,1,1,,1,6,,,2,,8,15,,,,,,,,,,,,5,2,2,1,1,7,4,2,2,1,1,7,4,1,,2500,0,0,0,0,0,,
1,483,11,2,2,2,9999,9999,9999,45,,,,,,,,,,3,1,1,,,,16,1,1,,1,6,,,2,,8,16,,,,,,,,,,,,9,2,2,1,1,7,4,2,1,1,1,7,4,1,,250,0,0,0,0,0,,
1,483,11,3,2,3,9999,9999,2013,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,483,11,5,2,3,9999,9999,2006,,,1,2,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,483,14,2,2,2,22,11,1943,,,,,,,,,,,2,1,1,,,,19,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,4,5,7,3,2,2,3,0,,,1,,2000,1,0,0,0,0,,
1,483,14,4,2,9,9999,9999,9999,13,,2,,,,,,,,1,,,,,,,1,1,,1,1,,,2,,4,10,,,,,,,,,,,,5,2,1,1,1,7,4,2,2,1,0,,,2,2,,0,0,0,0,0,,
1,483,14,1,1,1,16,10,1938,,,,,,,,,,,2,1,2,,,,24,1,1,,1,6,,,2,,2,24,,,,,,,,,,,,6,2,2,1,9,4,1,2,2,1,0,,,1,,3500,1,0,0,0,0,,
1,483,16,4,2,3,9999,9999,2006,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,483,16,3,2,3,9999,9999,2010,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,483,16,1,1,1,9999,9999,9999,40,,,,,,,,,,2,1,2,,,,23,1,1,,1,6,,,1,1,2,21,,,,,,,,,,,,5,2,2,1,1,7,4,2,2,1,0,,,1,,600,0,0,0,0,0,,
1,483,16,5,1,3,9999,9999,2001,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,483,16,2,2,2,9999,9999,9999,35,,,,,,,,,,2,1,1,,,,18,1,1,,1,6,,,2,,2,18,,,,,,,,,,,,9,2,2,1,1,7,4,2,1,1,0,,,1,,200,0,0,0,0,0,,
2,484,1,1,1,1,9999,9999,9999,49,,,,,,,,,,3,1,2,,,,28,1,1,,1,6,,,1,1,12,1,,,,,,,,,,,,5,2,2,4,9,2,1,2,2,1,0,,,1,,1500,1,0,0,0,0,,
2,484,1,2,2,2,9999,9999,9999,36,,,,,,,,,,3,1,1,,,,25,1,1,,1,6,,,2,,8,10,,,,,,,,,,,,3,2,2,1,5,7,4,2,1,1,0,,,1,,1000,1,0,0,0,0,,
2,484,1,4,1,3,9999,9999,2014,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,484,1,3,1,3,9999,9999,2014,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,484,1,6,2,3,9999,9999,9999,12,,1,2,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,484,1,5,1,3,9999,9999,2012,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,484,2,5,2,3,22,10,2011,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,2,,2,4,,,,,,,,,,,,2,1,,,,,,1,,,,,,,,,,,,,,1,2
2,484,2,4,2,3,12,1,2015,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,2,,2,2,,,,,,,,,,,,2,1,,,,,,1,,,,,,,,,,,,,,1,2
2,484,2,3,1,3,21,1,2019,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,484,2,1,1,1,9999,9999,1976,,,,,,,,,,,2,1,2,,,,31,1,1,,1,6,,,2,,3,39,,,,,,,,,,,,5,2,1,1,1,7,4,2,1,1,1,8,4,1,,1500,1,0,0,0,0,,
2,484,2,2,2,2,9999,9999,9999,30,,,,,,,,,,2,1,1,,,,17,1,1,,1,6,,,2,,2,27,,,,,,,,,,,,3,2,1,3,9,2,1,2,1,1,0,,,1,,500,0,0,0,0,0,,
2,484,2,7,2,3,1,6,2008,,,1,1,,,,,,,1,,,,,,,1,1,,1,6,,,2,,2,7,,,,,,,,,,,,2,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,484,2,6,2,3,22,10,2011,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,2,,2,4,,,,,,,,,,,,2,1,,,,,,1,,,,,,,,,,,,,,1,2
2,484,3,1,1,1,9999,9999,1949,,,,,,,,,,,2,1,2,,,,30,1,1,,1,6,,,2,,3,17,,,,,,,,,,,,8,2,2,1,1,7,4,2,2,1,1,8,4,1,,1500,0,0,0,0,0,,
2,484,3,3,2,3,9999,9999,1981,,,,,,,,,,,6,,,,,,25,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,1000,1,0,0,0,0,1,2
2,484,3,2,2,2,9999,9999,1955,,,,,,,,,,,2,1,1,,,,23,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,5,7,4,2,2,1,0,,,1,,2000,1,0,0,0,0,,
2,484,3,4,2,5,9999,9999,2009,,,1,2,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,2,9,3,2,1,,,,,,2,2,,0,0,0,0,0,,3
2,484,4,2,2,2,1,1,1964,,,,,,,,,,,3,1,1,,,,16,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,0,,,1,,500,0,0,0,0,0,,
2,484,4,1,1,1,1,1,1954,,,,,,,,,,,3,1,2,,,,26,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,8,4,2,2,1,0,,,1,,500,1,0,0,0,0,,
2,484,4,3,1,3,3,8,1990,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,1000,1,0,0,0,0,1,2
2,484,5,2,2,2,9999,9999,1999,,,,,,,,,,,2,1,1,,,,18,1,1,,1,6,,,2,,3,18,,,,,,,,,,,,9,2,1,6,1,7,4,2,1,6,1,8,4,1,,500,1,0,0,0,0,,
2,484,5,3,1,3,9999,9999,2019,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,2,,2,0,,,,,,,,,,,,3,1,,,,,,1,,,,,,,,,,,,,,1,2
2,484,5,1,1,1,2,2,1982,,,,,,,,,,,2,1,2,,,,23,1,1,,1,6,,,1,1,2,1,,,,,,,,,,,,3,2,1,5,0,,,2,1,5,0,,,1,,5000,1,0,0,0,0,,
2,484,6,1,1,1,9999,9999,1987,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,1,2,15,,,,,,,,,,,,7,2,1,5,0,,,2,1,5,0,,,1,,2000,1,0,0,0,0,,
2,484,7,4,1,3,24,10,2014,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
