"vague","grappe","menage","s11q01","s11q02","s11q03__1","s11q03__2","s11q03__3","s11q04","s11q05","s11q06","s11q07","s11q08","s11q09a","s11q09b__0","s11q09b__1","s11q09b__2","s11q09b__3","s11q09b__4","s11q09b__5","s11q09b__6","s11q09b__7","s11q09b__8","s11q09b__9","s11q09b__10","s11q09b__11","s11q09b__12","s11q09b__13","s11q09b__14","s11q09b__15","s11q10","s11q11","s11q12","s11q13","s11q14","s11q15","s11q16","s11q17","s11q18","s11q19","s11q20","s11q21","s11q22","s11q23","s11q24a","s11q24b","s11q25","s11q26","s11q27a","s11q27b","s11q28","s11q29a","s11q29b_heure","s11q29b_minute","s11q30","s11q31a","s11q31b_heure","s11q31b_minutes","s11q32","s11q33__1","s11q33__2","s11q33__3","s11q33__4","s11q33__5","s11q33__6","s11q33__7","s11q34","s11q35","s11q36","s11q37a","s11q37b","s11q38","s11q39","s11q40","s11q41","s11q42","s11q43","s11q44","s11q45a","s11q45b","s11q46","s11q47","s11q48a","s11q48b","s11q49","s11q50","s11q51","s11q52a","s11q52b","s11q53__1","s11q53__2","s11q53__3","s11q53__4","s11q53__5","s11q53__6","s11q53__7","s11q53__8","s11q54","s11q55","s11q56","s11q57","s11q58","s11q59","s11q60","s11q61","s11q62","s11q63","s11q64__1","s11q64__2","s11q64__3","s11q64__4","s11q64__5","s11q64__6","s11q64__7","s11q65","s11q66","s11q67","s11q68","s11q00"
2,124,4,4,4,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,5,3,2,,,,1,3750,4,4,100,1,0,20,100,1,0,20,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6,,,,,,,,,,,,,,1
2,124,5,4,4,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,3,2,,,,1,3000,4,13,15,2,0,40,0,,,,1,0,0,1,0,0,0,0,4,,,,,4,,,,,2,,,,2,,,,,2,,,,2,1,0,0,0,0,0,0,5,9,1,1,3,2,4,2,,,,,,,,,,,,,,1
2,124,6,4,1,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,5,3,2,,,,1,1500,4,4,30,3,1,0,30,3,0,10,1,0,0,1,0,0,0,0,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,2,0,0,0,0,0,0,5,11,,,,,4,6,,,,,,,,,,,,,,1
2,124,7,4,4,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,1,4,5,3,2,,,,1,3000,4,13,20,3,1,0,0,,,,1,0,0,1,0,0,0,0,4,,,,,4,,,,,2,,,,2,,,,,2,,,,2,1,0,0,0,0,0,0,5,9,2,,4,2,4,6,,,,,,,,,,,,,,1
2,124,8,4,2,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,5,3,2,,,,1,500,4,4,25,3,0,45,25,3,0,2,1,0,0,1,0,0,0,0,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,12,2,,4,2,4,,,,,,,,,,,,,,,1
2,124,9,4,2,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,5,3,2,,,,1,2000,4,4,300,3,3,0,300,3,3,0,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,2,0,0,0,0,0,0,5,8,1,4,4,4,4,2,,,,,,,,,,,,,,1
2,124,10,4,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,5,3,2,,,,1,1500,4,4,500,5,3,0,500,5,2,0,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,2,0,0,0,0,0,0,5,11,,,,,4,,,,,,,,,,,,,,,2
2,124,11,4,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,5,3,2,,,,1,2500,4,4,200,2,2,0,200,2,2,0,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6,,,,,,,,,,,,,,1
2,124,12,4,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,5,3,2,,,,1,2000,4,4,100,1,2,0,100,1,2,0,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,2,1,0,0,0,0,0,0,5,11,,,,,4,,,,,,,,,,,,,,,1
1,125,1,2,3,0,0,0,1,,,,,1,1,,,,,,,,,,,,,,,,2,,,,2,,2,,1,1,3,2,2,,,,1,3500,2,2,0,,,,0,,,,2,,,,,,,,1,,1,4250,2,1,2,,,,2,,,,2,,,,,2,,,,0,1,0,0,0,0,0,0,1,8,1,1,4,4,4,2,,,,,,,,,,,,,,1
1,125,2,6,1,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,4,3,2,,,,2,,3,3,30,1,0,5,30,1,0,5,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,0,1,0,0,0,0,0,0,5,11,,,,,4,,,,,,,,,,,,,,,1
1,125,4,4,4,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,5,3,1,1,14185,2,2,,2,2,0,,,,0,,,,2,,,,,,,,1,2,1,3350,2,1,2,,,,2,,,,2,,,,,2,,,,0,1,0,0,0,0,0,0,2,8,1,1,2,4,3,2,,,,,,,,,,,,,,1
1,125,5,3,2,0,0,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,1,2,,,2,,2,2,0,,,,0,,,,2,,,,,,,,1,2,1,7230,2,1,2,,,,2,,,,2,,,,,2,,,,0,1,0,0,0,0,0,0,1,8,1,2,4,4,4,2,,,,,,,,,,,,,,1
1,125,6,4,2,0,0,0,5,10000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,3,1,,1250,2,2,,2,2,0,,,,0,,,,2,,,,,,,,1,,1,2350,2,1,2,,,,2,,,,2,,,,,2,,,,0,1,2,0,0,0,0,0,2,8,1,3,2,4,3,2,,,,,,,,,,,,,,1
1,125,7,2,4,0,0,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,1,2,,,2,,2,2,0,,,,0,,,,2,,,,,,,,1,2,1,8500,2,1,2,,,,2,,,,2,,,,,2,,,,0,0,1,0,0,0,0,0,3,8,2,,4,4,1,,,,,,,,,,,,,,,2
1,125,8,4,2,0,1,0,1,,,,,2,,,,,,,,,,,,,,,,,2,,,,2,,2,,1,7,5,3,1,,3350,2,2,,2,2,0,,,,0,,,,2,,,,,,,,1,,1,14185,2,1,2,,,,2,,,,1,,500,1,5,2,,,,0,1,2,0,0,0,0,0,2,8,1,1,2,4,3,2,,,,,,,,,,,,,,2
1,125,9,7,1,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,4,3,2,,,,2,,3,3,30,4,0,2,30,4,0,2,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,0,1,0,0,0,0,0,0,5,11,,,,,4,6,,,,,,,,,,,,,,2
1,125,11,6,1,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,4,3,2,,,,2,,3,3,10,2,0,2,10,2,0,2,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,0,1,0,0,0,0,0,0,5,11,,,,,4,,,,,,,,,,,,,,,1
1,125,12,2,3,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,1,3,,,2,,2,,2,1,3,2,2,,,,2,,3,3,50,5,0,2,50,5,0,2,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,0,1,0,0,0,0,0,0,5,11,,,,,4,,,,,,,,,,,,,,,1
1,125,13,3,2,0,0,0,5,10000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,2,,,,1,3075,3,3,100,1,0,10,100,1,0,10,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,0,1,0,0,0,0,0,0,2,8,1,4,2,4,4,2,,,,,,,,,,,,,,1
1,125,15,2,2,0,0,0,5,10000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,2,,,,2,,3,3,20,4,0,3,20,4,0,3,2,,,,,,,,2,,1,3000,1,1,2,,,,2,,,,2,,,,,2,,,,0,1,0,0,0,0,0,0,5,2,1,3,2,1,4,,,,,,,,,,,,,,,3
2,126,1,4,7,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,3,3,2,,,,1,1500,10,10,180,3,0,3,180,3,0,3,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6,,,,,,,,,,,,,,1
2,126,2,4,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,5,3,2,,,,1,1950,10,10,50,1,0,1,50,1,0,1,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6,,,,,,,,,,,,,,1
2,126,3,4,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,5,3,2,,,,2,,6,8,100,2,0,30,100,2,0,30,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,6,11,,,,,4,6,,,,,,,,,,,,,,1
2,126,4,4,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,3,3,2,,,,1,500,10,10,300,4,0,15,300,5,0,10,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,,,,,,,,,,,,,,,1
2,126,5,4,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,3,3,2,,,,1,750,10,10,50,1,0,10,50,1,0,15,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,,,,,,,,,,,,,,,2
2,126,6,4,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,3,3,2,,,,1,1500,10,10,20,1,0,15,20,1,0,15,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,4,,,,,,,,,,,,,,1
2,126,7,4,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,5,3,2,,,,2,,6,6,200,4,0,5,200,4,0,5,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6,,,,,,,,,,,,,,1
2,126,8,4,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,3,3,2,,,,2,,6,6,300,6,0,6,300,6,0,7,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,2,,,,,,,,,,,,,,1
2,126,9,4,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,5,3,2,,,,2,,6,6,250,5,0,5,250,6,0,5,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6,,,,,,,,,,,,,,1
2,126,10,4,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,5,3,2,,,,1,750,10,10,20,1,0,5,20,1,0,5,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,4,,,,,,,,,,,,,,1
2,126,12,4,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,5,3,2,,,,1,500,10,10,400,7,0,3,400,7,0,5,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6,,,,,,,,,,,,,,2
2,126,15,4,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,3,3,2,,,,1,750,10,10,200,4,0,30,200,4,0,35,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,,,,,,,,,,,,,,,2
1,127,1,4,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,3,3,2,,,,2,,8,8,300,5,0,4,300,5,0,4,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,,,,,,,,,,,,,,,1
1,127,2,6,1,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,4,3,2,,,,2,,6,6,250,5,0,5,250,5,0,5,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,,,,,,,,,,,,,,,1
1,127,3,4,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,5,3,2,,,,2,,8,6,300,5,0,7,300,5,0,7,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6,,,,,,,,,,,,,,1
1,127,4,4,2,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,5,3,2,,,,2,,6,6,800,8,0,30,800,8,0,25,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6,,,,,,,,,,,,,,1
1,127,5,6,2,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,4,3,2,,,,2,,6,6,300,5,1,0,300,5,0,45,3,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6,,,,,,,,,,,,,,1
1,127,6,4,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,5,3,2,,,,2,,10,10,200,3,0,15,200,3,0,15,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,2,11,,,,,4,6,,,,,,,,,,,,,,1
1,127,7,4,9,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,5,3,2,,,,2,,6,6,1000,15,0,15,1000,15,0,15,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,2,11,,,,,4,6,,,,,,,,,,,,,,8
1,127,8,4,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,5,3,2,,,,2,,10,10,500,5,0,5,500,5,0,5,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6,,,,,,,,,,,,,,1
1,127,9,4,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,5,3,2,,,,2,,6,8,200,2,0,20,200,2,0,20,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,2,11,,,,,4,,,,,,,,,,,,,,,1
1,127,10,6,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,4,3,2,,,,2,,6,6,100,2,0,3,100,100,0,3,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6,,,,,,,,,,,,,,1
1,127,11,6,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,4,3,2,,,,2,,6,6,1000,10,1,30,1000,10,2,0,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6,,,,,,,,,,,,,,1
1,127,12,4,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,5,3,2,,,,2,,10,10,500,7,0,20,500,7,0,20,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,2,11,,,,,4,6,,,,,,,,,,,,,,2
2,128,1,4,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,5,3,2,,,,2,,3,3,80,1,0,2,80,1,0,2,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6,,,,,,,,,,,,,,2
2,128,2,4,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,5,3,1,,2500,2,2,,2,2,0,,,,0,,,,2,,,,,,,,2,,5,2000,2,1,1,2,1,3,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,8,1,6,4,4,4,2,,,,,,,,,,,,,,1
2,128,3,4,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,5,3,2,,,,1,1500,4,4,50,1,0,9,50,1,0,9,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,,,,,,,,,,,,,,,1
2,128,4,4,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,5,2,2,,,,1,1500,4,4,60,1,0,5,60,1,0,3,2,,,,,,,,1,,1,12300,2,1,1,2,2,3,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,8,2,,4,2,4,2,,,,,,,,,,,,,,1
2,128,5,4,5,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,5,3,2,,,,1,3000,4,4,200,4,0,5,200,5,0,5,2,,,,,,,,2,,5,3000,2,1,1,2,2,3,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,8,1,2,4,2,4,,,,,,,,,,,,,,,1
2,128,6,4,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,5,3,2,,,,1,3000,4,4,350,6,0,5,350,6,0,5,2,,,,,,,,2,,5,1500,2,1,1,2,2,3,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,1,8,1,1,4,2,4,2,,,,,,,,,,,,,,1
2,128,7,4,7,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,3,2,1,,5250,2,2,,2,2,0,,,,0,,,,2,,,,,,,,1,,1,15725,2,1,1,5,3,3,2,,,,2,,,,,2,,,,1,2,0,0,0,0,0,0,5,6,2,,4,2,4,2,,,,,,,,,,,,,,1
2,128,8,4,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,5,3,2,,,,1,2000,4,4,400,5,0,5,400,6,0,5,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,,,,,,,,,,,,,,,1
2,128,9,4,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,5,3,2,,,,2,,6,6,50,1,0,15,50,1,0,5,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,8,2,,4,2,4,2,,,,,,,,,,,,,,2
2,128,10,4,6,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,5,3,2,,,,1,3000,4,4,100,2,0,30,100,2,0,15,2,,,,,,,,2,,1,1000,2,1,1,2,2,3,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,6,2,,4,2,4,2,,,,,,,,,,,,,,1
2,128,11,4,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,5,3,2,,,,1,1500,4,4,200,4,0,20,200,4,0,30,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,12,1,3,4,2,4,4,,,,,,,,,,,,,,1
2,128,12,4,7,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,1,2,5,3,1,,12000,2,2,,2,2,0,,,,0,,,,2,,,,,,,,1,,1,6000,2,1,1,3,2,2,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,8,2,,2,2,4,2,,,,,,,,,,,,,,1
1,129,1,4,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,5,3,2,,,,2,,8,6,5,1,0,2,5,1,0,2,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6,,,,,,,,,,,,,,1
1,129,2,4,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,5,3,2,,,,2,,8,6,200,2,0,2,200,2,0,3,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6,,,,,,,,,,,,,,1
1,129,3,4,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,5,3,2,,,,2,,6,6,60,2,0,5,60,2,0,5,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6,,,,,,,,,,,,,,1
1,129,4,4,2,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,3,2,,,,2,,6,6,300,2,0,3,350,3,0,3,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6,,,,,,,,,,,,,,1
1,129,5,4,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,5,3,2,,,,2,,8,6,20,1,0,3,20,1,0,3,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6,,,,,,,,,,,,,,1
1,129,6,4,8,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,3,3,2,,,,2,,6,6,600,5,0,20,600,5,0,20,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,2,11,,,,,4,6,,,,,,,,,,,,,,1
1,129,7,4,2,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,5,3,2,,,,2,,6,6,100,3,0,4,100,3,0,4,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6,,,,,,,,,,,,,,1
1,129,8,4,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,5,3,2,,,,2,,6,6,200,3,0,20,200,3,0,20,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,2,11,,,,,4,6,,,,,,,,,,,,,,2
1,129,9,4,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,5,3,2,,,,2,,6,6,300,4,0,20,300,4,0,20,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,2,11,,,,,4,6,,,,,,,,,,,,,,1
1,129,10,4,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,5,3,2,,,,2,,6,6,100,2,0,15,100,2,0,15,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,2,11,,,,,4,,,,,,,,,,,,,,,1
1,129,11,4,2,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,3,2,,,,2,,6,6,200,2,0,15,200,2,0,10,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6,,,,,,,,,,,,,,1
1,129,12,4,2,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,3,2,,,,2,,6,6,80,3,0,4,80,3,0,4,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6,,,,,,,,,,,,,,1
2,130,1,4,9,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,5,3,2,,,,2,,6,6,100,2,0,5,100,2,0,5,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,8,2,,4,4,4,6,,,,,,,,,,,,,,1
2,130,2,6,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,6,3,2,,,,2,,6,6,150,2,0,20,150,2,0,10,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6,,,,,,,,,,,,,,1
2,130,3,4,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,3,3,2,,,,2,,6,6,150,2,1,0,150,2,0,30,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,8,2,,4,4,4,6,,,,,,,,,,,,,,1
2,130,4,4,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,5,3,2,,,,2,,6,6,150,2,0,30,150,2,0,15,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,8,2,,4,4,4,6,,,,,,,,,,,,,,1
2,130,5,6,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,6,3,2,,,,2,,6,6,1000,15,0,10,1000,15,0,10,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,6,11,,,,,4,6,,,,,,,,,,,,,,2
2,130,6,4,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,5,3,2,,,,2,,10,10,500,6,0,7,500,7,0,7,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,,,,,,,,,,,,,,,1
2,130,7,4,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,3,3,2,,,,2,,6,6,20,1,0,30,20,1,0,15,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,4,,,,,,,,,,,,,,2
2,130,8,2,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,3,2,2,,,,2,,9,9,0,,,,0,,,,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,8,2,,4,2,4,2,,,,,,,,,,,,,,1
2,130,9,4,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,3,3,2,,,,2,,6,6,50,1,0,30,50,1,0,30,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,6,2,,4,2,4,2,,,,,,,,,,,,,,2
