"country","hhid","logem","mur","toit","sol","eauboi_ss","eauboi_sp","elec_ac","elec_ur","elec_ua","ordure","toilet","eva_toi","eva_eau","tv","fer","frigo","cuisin","ordin","decod","car","superf","grosrum","petitrum","porc","lapin","volail","sh_id_demo","sh_co_natu","sh_co_eco","sh_id_eco","sh_co_vio","sh_co_oth"
"NER",75011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43619990348816,22,25,0,0,0,0,1,0,0,0,0
"NER",75012,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57149982452393,2,4,0,0,6,0,0,0,0,0,0
"NER",75015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,0,0,0,0,0
"NER",76001,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23849999904633,,,,,,1,1,0,0,0,0
"NER",76002,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,0
"NER",76003,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.25629997253418,,,,,,0,1,0,1,0,0
"NER",76004,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.21359992027283,,,,,,0,1,0,1,0,0
"NER",76005,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,1,0,1,1,0,0
"NER",76006,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,3.46699988842011,40,42,0,0,0,0,0,0,0,0,0
"NER",76007,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,,0,40,0,0,0,0,1,1,1,0,0
"NER",76008,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.646099999547005,,,,,,1,0,1,1,0,0
"NER",76009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32870006561279,0,10,0,0,0,0,1,0,0,0,0
"NER",76010,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0
"NER",76011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13470005989075,,,,,,0,0,0,0,0,0
"NER",76012,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.49739998579025,3,16,0,0,0,0,0,0,0,0,0
"NER",77002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,5,0,0,0,0,0,0,0,0,0
"NER",77003,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52547001838684,0,15,0,0,0,0,0,0,0,0,0
"NER",77004,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69950008392334,0,2,0,0,0,0,1,0,0,0,0
"NER",77005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42630004882813,,,,,,0,1,0,0,0,0
"NER",77006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21983075141907,3,8,0,0,0,0,1,0,0,0,0
"NER",77007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4229071140289,1,0,0,0,0,0,0,0,0,0,0
"NER",77008,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66330003738403,0,4,0,0,0,0,0,0,0,0,0
"NER",77009,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.88478136062622,5,5,0,0,10,0,0,0,0,0,1
"NER",77010,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33760023117065,0,2,0,0,0,0,0,0,0,0,0
"NER",77011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32812440395355,5,15,0,0,0,0,1,0,0,0,0
"NER",77012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7238001823425,2,10,0,0,13,0,0,0,0,0,0
"NER",77013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,24,0,0,0,0,0,0,0,0,0
"NER",78001,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18160009384155,0,20,0,0,0,0,1,1,0,0,0
"NER",78002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36409997940063,0,30,0,0,0,0,1,0,0,0,0
"NER",78003,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9031999707222,1,7,0,0,0,0,1,1,0,0,0
"NER",78004,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14520001411438,,,,,,0,1,0,0,0,0
"NER",78005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45689988136292,18,39,0,0,0,0,1,0,0,0,0
"NER",78006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49379992485046,0,5,0,0,0,0,0,1,0,0,0
"NER",78007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12950003147125,,,,,,0,1,0,0,0,0
"NER",78008,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25480008125305,,,,,,0,0,0,0,0,0
"NER",78009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14279997348785,,,,,,0,0,0,0,0,0
"NER",78010,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08000004291534,5,35,0,0,0,0,0,0,0,0,0
"NER",78011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74249994754791,0,10,0,0,0,0,0,0,0,0,0
"NER",78012,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75820004940033,3,15,0,0,10,1,0,1,0,0,0
"NER",79001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,25,0,0,0,0,1,0,0,0,0
"NER",79002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,7,0,0,0,0,1,0,1,0,0
"NER",79003,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405010014772415,17,13,0,0,0,1,1,0,0,0,0
"NER",79004,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,40,0,0,0,1,0,0,0,0,0
"NER",79005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,51,0,0,0,0,0,0,0,0,1
"NER",79006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854099988937378,37,50,0,0,0,1,0,0,0,0,0
"NER",79007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,80,0,0,0,0,0,0,0,0,1
"NER",79008,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18,55,0,0,0,0,1,0,0,0,0
"NER",79009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13000011444092,237,210,0,0,0,0,1,0,0,0,0
"NER",79010,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27,42,0,0,0,0,0,0,0,1,0
"NER",79011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,12,0,0,0,0,0,0,0,0,0
"NER",79012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,29,22,0,0,0,0,0,0,1,1,0
"NER",80001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92309999465942,2,8,0,0,0,0,0,0,0,0,0
"NER",80002,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.76090002059937,0,4,0,0,0,0,0,1,0,0,1
"NER",80003,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96119999885559,7,3,0,0,0,1,1,1,0,0,0
"NER",80004,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86600005626678,0,4,0,0,0,0,0,1,0,0,0
"NER",80005,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.782000005245209,1,2,0,0,0,0,1,1,0,1,0
"NER",80006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63119995594025,5,4,0,0,0,0,1,1,0,0,0
"NER",80007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1356999874115,6,3,0,0,20,0,0,0,0,0,0
"NER",80008,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56040000915527,8,10,0,0,0,0,0,0,0,0,0
"NER",80009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61030006408691,1,4,0,0,21,0,1,1,0,0,0
"NER",80010,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13420009613037,47,18,0,0,0,0,0,0,0,0,0
"NER",80011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65090000629425,3,10,0,0,0,0,1,0,0,0,0
"NER",80012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80860006809235,32,43,0,0,0,1,1,1,0,0,0
"NER",81001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06119990348816,19,35,0,0,0,1,1,1,0,0,0
"NER",81002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41630005836487,8,17,0,0,0,1,1,1,0,0,0
"NER",81003,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,9,14,0,0,0,0,1,1,0,0,0
"NER",81004,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.21360015869141,49,27,0,0,0,1,1,1,0,0,0
"NER",81005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2836000919342,25,43,0,0,0,1,1,1,0,0,0
"NER",81006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,1,0,0,0,0,1,0,0,0,0
"NER",81007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,6,0,0,0,0,1,0,0,0,0
"NER",81008,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32459998130798,18,18,0,0,0,0,1,0,0,0,0
"NER",81009,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,42,36,0,0,5,0,1,0,1,0,0
"NER",81010,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12859988212585,16,30,0,0,0,0,1,0,0,0,0
"NER",81011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,15,0,0,0,0,1,0,0,0,0
"NER",81012,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52639997005463,5,8,0,0,0,0,0,0,0,0,0
"NER",82001,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36120009422302,13,50,0,0,11,0,1,1,0,0,0
"NER",82002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54770004749298,2,9,0,0,0,0,1,0,0,0,0
"NER",82003,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594799995422363,4,0,0,0,0,0,1,1,0,0,0
"NER",82004,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3257999420166,1,10,0,0,0,0,0,0,0,0,0
"NER",82005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62841998785734,7,21,0,0,5,1,1,0,0,0,0
"NER",82006,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35689997673035,8,11,0,0,0,0,1,1,0,0,0
"NER",82007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13940000534058,5,5,0,0,2,0,0,1,0,0,0
"NER",82008,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71810001134872,18,27,0,0,0,0,1,1,0,0,0
"NER",82009,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63120007514954,,,,,,0,1,0,1,0,0
"NER",82010,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22429990768433,0,10,0,0,0,0,1,0,1,0,0
"NER",82011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382400006055832,0,7,0,0,0,0,0,0,0,0,0
"NER",82012,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63450002670288,15,28,0,0,8,0,1,1,0,0,0
"NER",84001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6625999212265,11,15,0,0,10,0,1,0,0,0,0
"NER",84002,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.74689996242523,3,0,0,0,2,0,1,0,1,0,0
"NER",84003,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98639994859695,,,,,,0,0,0,0,0,0
"NER",84004,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85389995574951,3,8,0,0,5,0,1,1,0,0,0
"NER",84005,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.4964001178741,2,10,0,0,10,1,1,1,0,0,0
"NER",84006,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.06229996681213,2,8,0,0,0,0,0,0,0,0,0
"NER",84007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12629985809326,1,7,0,0,0,0,1,1,0,0,0
"NER",84008,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.7900999188423,2,9,0,0,0,1,1,1,0,0,0
"NER",84009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.042799949646,0,5,0,0,0,0,0,0,0,0,0
"NER",84010,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05320000648499,2,3,0,0,2,0,1,0,0,0,0
"NER",84011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.021399974823,,,,,,1,1,0,0,0,0
"NER",84012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47210001945496,0,2,0,0,5,0,0,0,0,0,0
"NER",85001,2,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.10170006752014,,,,,,0,0,0,0,0,0
"NER",85002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,1,0,0,0,0
"NER",85003,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,0,0,0
"NER",85004,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.67769998311996,,,,,,0,1,1,0,0,0
"NER",85005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23840004205704,,,,,,0,1,0,0,1,0
"NER",85006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,0,0,0,0,0
"NER",85007,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,,,,,,,0,0,0,1,0,0
"NER",85008,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18560004234314,,,,,,1,1,0,1,0,0
"NER",85009,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77140000462532,2,2,0,0,0,0,1,0,0,0,0
"NER",85010,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64209997653961,,,,,,1,1,0,1,0,0
"NER",85011,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,1,0,0,0,0
"NER",85012,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1.05659997463226,,,,,,0,1,0,0,0,0
"NER",86001,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.50399994850159,3,10,0,0,0,0,0,0,0,0,0
"NER",86002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14610004425049,,,,,,0,1,0,0,1,0
"NER",86003,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96359992027283,0,6,0,0,0,1,0,0,0,0,0
"NER",86004,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04219996929169,1,0,0,0,0,0,1,1,0,0,1
"NER",86005,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,1,0,0,0,0
"NER",86006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12610000371933,0,16,0,0,0,0,0,0,0,0,0
"NER",86007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71239995956421,17,20,0,0,7,0,1,0,0,1,0
"NER",86008,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80969995260239,1,0,0,0,0,0,0,0,0,0,0
"NER",86009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85080003738403,,,,,,0,1,0,0,0,0
"NER",86010,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71330010890961,5,34,0,0,20,0,1,0,1,0,0
"NER",86011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27589991688728,,,,,,0,1,0,0,0,0
"NER",86012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27369993925095,,,,,,0,0,0,0,0,1
"NER",87001,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05950000882149,,,,,,0,1,0,0,0,0
"NER",87002,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56809997558594,,,,,,0,0,0,0,1,0
"NER",87003,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76141977310181,,,,,,0,0,0,1,1,0
"NER",87004,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80537760257721,,,,,,0,0,0,1,1,0
"NER",87005,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88061857223511,,,,,,0,0,0,0,0,0
"NER",87006,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66170006990433,2,10,0,0,0,0,0,0,0,1,0
"NER",87007,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59710001945496,,,,,,0,0,0,0,0,0
"NER",87008,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27410000562668,0,0,0,0,0,0,0,0,0,1,1
"NER",87009,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6,0,0,0,0,0,0,0,1,0
"NER",87010,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90275728702545,,,,,,0,1,0,1,0,0
"NER",87011,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03890007734299,,,,,,0,1,0,0,1,0
"NER",87012,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54469990730286,,,,,,0,0,0,0,0,0
"NER",88001,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,,0,4,0,0,0,0,0,0,0,0,0
"NER",88002,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,2,8,0,0,0,1,0,0,0,0,0
"NER",88003,4,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0
"NER",88004,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0
"NER",88005,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,0,1,0
"NER",88006,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2.701700091362,6,12,0,0,0,0,0,0,1,0,0
"NER",88007,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,1,0
"NER",88008,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,0,0,0,0,0
"NER",88009,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95686566829681,0,3,0,0,0,0,1,0,1,0,0
"NER",88010,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,0,0,0
"NER",88011,4,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1.54889994859695,,,,,,0,0,0,0,0,0
"NER",88012,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,3,0,0,1,0,0,0
"NER",89001,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,15,0,0,10,0,1,0,0,1,1
"NER",89002,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,,0,26,0,0,0,1,1,0,0,0,0
"NER",89003,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,35,0,0,0,0,0,0,0,0,0
"NER",89004,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,31,0,0,0,0,0,0,0,0,0
"NER",89005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,26,0,0,0,0,0,1,0,0,0
"NER",89006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,17,0,0,0,0,1,0,0,0,0
"NER",89007,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0
"NER",89008,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,30,0,0,0,0,0,1,0,0,0
"NER",89009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,12,0,0,0,0,0,1,0,0,0
"NER",89010,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,55,30,0,0,0,0,1,0,0,0,0
"NER",89011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,10,0,0,0,0,0,0,0,0,0
"NER",89012,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,13,0,0,6,0,0,0,0,1,0
"NER",90001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68669998645782,4,35,0,0,10,0,1,1,0,0,0
"NER",90002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86800004541874,4,13,0,0,0,1,1,0,0,0,0
"NER",90003,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05359995365143,5,20,0,0,0,0,1,0,0,0,0
"NER",90004,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,35,0,0,0,0,0,0,0,0,0
"NER",90005,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76699995994568,8,18,0,0,11,0,1,1,0,0,0
"NER",90006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68199992179871,22,90,0,0,20,1,0,0,0,0,0
"NER",90007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64030003547668,8,8,0,0,0,1,1,1,0,0,0
"NER",90008,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12369990348816,6,10,0,0,4,1,1,1,0,0,0
"NER",90009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32049989700317,8,0,0,0,0,0,0,0,0,0,0
"NER",90010,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06139993667603,7,8,0,0,6,0,1,0,0,0,0
"NER",90011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0
"NER",90012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04960000514984,0,12,0,0,0,0,1,0,0,0,0
"NER",91001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,23,80,0,0,3,1,0,0,0,0,0
"NER",91002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,35,0,0,5,1,0,0,0,0,0
"NER",91003,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,5,0,0,5,1,0,0,0,0,0
"NER",91004,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,25,0,0,0,0,1,0,0,0,0
"NER",91005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,9,0,0,0,0,0,1,0,0,0
"NER",91006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,22,0,0,11,0,1,0,0,0,0
"NER",91007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,18,0,0,0,0,1,0,1,0,0
"NER",91008,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,11,7,0,0,8,1,0,0,0,0,1
"NER",91009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,27,0,0,6,0,0,0,0,0,0
"NER",91010,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,10,0,0,0,0,1,1,0,0,0
"NER",91011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,6,0,0,8,0,0,0,0,1,0
"NER",91012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,0,1,1,1,0,0,0
"NER",92001,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,26,0,0,15,0,1,0,0,0,0
"NER",92002,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25,40,0,0,0,1,1,0,0,0,0
"NER",92003,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,13,35,0,0,0,0,1,0,0,0,0
"NER",92004,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,45,0,0,0,1,1,0,0,0,0
"NER",92005,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,,44,34,0,0,15,0,0,0,0,0,0
"NER",92006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,15,0,0,3,0,1,0,0,0,0
