"vague","grappe","menage","s20q01","s20q02","s20q03","s20q04","s20q05","s20q06","s20q07","s20q08","s20q09","s20q10","s20q11","s20q12","s20q13__1","s20q13__2","s20q13__3","s20q13__4","s20q13__5","s20q13__6","s20q13__7","s20q13__8","s20q13__9","s20q13__10","s20q13__11","s20q13__12","s20q15a","s20q15b","s20q15c","s20q15d","s20q16a","s20q16b","s20q16c","s20q16d","s20q17a","s20q17b","s20q17c","s20q17d","s20q18a","s20q18b","s20q18c","s20q18d","s20q00"
1,301,1,3,4,3,4,3,40000,4,1,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,301,3,2,3,3,1,3,100000,1,2,2,2,2,2,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,301,4,1,3,3,4,3,60000,4,1,2,2,2,1,0,0,0,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,301,5,2,3,2,2,3,100000,2,2,1,2,2,2,1,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
1,301,6,1,4,3,4,3,60000,4,1,2,1,2,2,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,301,7,1,2,2,4,2,500000,4,2,2,2,2,2,1,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,301,8,2,4,2,1,3,200000,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,301,9,1,4,4,4,4,200000,4,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,301,10,3,4,3,4,3,110000,2,1,2,1,4,4,0,0,0,1,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,301,11,1,3,4,4,3,150000,4,2,1,1,2,4,1,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,301,12,2,4,2,1,4,30000,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,301,14,1,3,3,4,3,100000,4,1,1,2,2,2,1,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,303,1,2,2,2,2,2,150000,4,2,2,2,2,2,1,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,303,2,3,5,5,4,3,15000,4,1,1,1,2,2,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2
1,303,3,2,2,2,4,3,100000,4,2,2,2,2,2,1,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
1,303,4,2,4,3,5,3,120000,4,2,2,4,4,4,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,303,5,2,3,3,4,2,50000,4,4,2,2,2,2,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,303,6,2,3,3,4,3,80000,4,2,2,4,4,4,1,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
1,303,7,2,2,1,2,2,150000,4,2,2,3,4,4,1,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,303,8,2,4,3,5,3,65000,4,2,2,2,2,2,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,303,9,2,3,4,4,3,200000,4,2,2,2,4,4,1,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
1,303,10,3,3,3,4,3,30000,4,4,4,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,303,11,1,3,2,4,2,60000,4,2,2,2,2,2,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,303,12,3,4,3,4,3,85000,4,2,2,4,4,4,1,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,304,1,1,4,3,4,3,50000,4,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,304,2,2,3,3,4,3,85000,2,2,2,2,2,2,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,304,3,1,3,3,4,3,50000,4,2,3,2,2,2,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,2
2,304,4,2,3,3,4,3,100000,4,2,2,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,304,5,1,4,3,4,4,100000,4,1,1,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,304,6,1,3,2,4,3,50000,4,2,2,2,4,4,1,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,304,7,1,3,3,4,3,100000,4,2,2,2,2,2,1,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,304,8,1,3,3,4,3,100000,1,2,1,2,2,2,1,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,304,9,2,4,4,2,4,250000,4,1,1,1,4,4,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,304,11,1,3,3,4,3,200000,4,1,2,2,4,4,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,304,14,1,2,3,4,3,100000,4,1,2,1,3,2,0,0,0,0,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,1
2,304,15,2,3,3,4,2,25000,4,2,2,2,4,4,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,1
1,305,1,3,4,4,4,4,50000,4,1,2,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,1
1,305,2,1,3,3,4,3,50000,4,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,305,3,2,3,3,4,3,100000,2,1,2,2,2,2,1,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,305,4,3,3,3,4,3,75000,4,1,1,1,2,2,0,0,0,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,305,5,1,3,3,4,3,250000,4,1,1,1,4,4,0,1,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
1,305,6,1,3,2,4,3,100000,4,1,1,1,4,4,0,0,0,1,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,305,7,3,3,3,4,3,80000,4,1,2,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,305,8,2,3,3,4,3,55000,4,1,2,2,4,4,0,0,0,1,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,305,9,2,3,3,4,3,55000,2,2,2,2,2,2,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,305,10,2,3,3,4,3,60000,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,1
1,305,11,2,3,3,4,3,90000,2,2,2,2,2,2,0,0,1,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,305,12,1,3,3,4,3,250000,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,306,1,1,3,4,4,3,100000,2,2,1,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,306,2,1,4,3,4,3,200000,4,2,2,2,4,4,1,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,306,3,1,3,3,5,3,150000,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,1
2,306,5,1,4,4,4,3,75000,4,1,2,2,2,2,1,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,306,6,1,3,4,4,3,75000,2,2,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,306,7,1,3,4,4,3,75000,2,2,2,2,2,2,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,306,8,1,4,3,4,3,100000,2,1,2,2,2,2,0,0,1,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,306,9,1,3,3,4,2,200000,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,1
2,306,10,1,3,4,4,3,100000,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,306,12,1,3,3,4,3,75000,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,306,14,1,3,4,4,3,50000,2,2,2,2,2,2,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,306,16,1,3,4,4,3,75000,2,2,2,2,2,2,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,307,1,3,2,2,5,2,130000,4,2,2,2,2,2,1,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,307,2,3,4,5,5,3,130000,2,2,2,2,2,2,1,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,307,3,3,3,5,5,3,30000,4,2,2,2,2,2,0,0,1,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,2
1,307,4,2,1,2,2,2,300000,2,2,2,2,2,2,0,1,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,1
1,307,5,2,2,2,2,2,200000,4,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,307,6,2,3,5,1,3,170000,4,2,2,2,2,2,1,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,307,8,2,2,2,4,3,350000,2,2,2,2,2,2,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,307,9,2,3,1,5,2,170000,4,2,2,2,2,2,1,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,307,10,2,3,4,4,3,200000,4,2,1,1,2,2,1,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,1
1,307,11,2,2,2,2,3,150000,4,2,2,2,2,2,1,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,1
1,307,12,3,4,5,5,3,150000,4,2,2,2,2,2,1,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,307,15,2,1,1,1,2,200000,4,2,2,2,2,2,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,308,1,3,3,3,4,2,100000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,308,2,2,2,3,4,2,50000,4,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,308,3,2,2,3,4,2,50000,4,2,2,2,4,4,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,308,4,3,3,3,4,3,200000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,308,5,1,3,3,4,3,200000,4,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,308,6,1,3,3,4,2,200000,4,2,2,2,2,2,1,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,308,7,1,4,3,4,4,100000,4,2,2,2,2,2,1,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,308,8,1,3,3,4,3,100000,4,2,2,2,4,4,1,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,308,9,2,3,3,3,3,150000,2,2,2,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
2,308,10,1,3,3,3,2,300000,4,4,2,2,4,4,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,308,11,1,3,3,4,3,200000,4,2,2,1,4,4,0,1,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,1
2,308,12,1,3,3,4,3,250000,4,2,2,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,309,1,1,3,2,4,2,300000,4,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,309,2,1,3,2,4,2,500000,4,2,2,2,2,2,0,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,309,3,2,3,2,2,3,100000,2,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,309,4,1,4,2,4,3,200000,4,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,1
1,309,5,2,3,2,1,3,50000,2,2,2,2,2,2,1,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,309,6,3,3,3,4,3,80000,4,1,2,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,1
1,309,7,1,3,2,4,3,150,4,2,2,2,2,2,1,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
1,309,8,2,3,2,2,3,30000,2,2,2,2,2,2,1,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,309,9,1,2,2,3,2,1000000,4,2,2,2,2,2,0,1,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
1,309,10,3,3,2,4,3,40000,4,2,2,2,4,4,1,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,1
1,309,11,2,3,2,1,3,60000,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,309,12,1,3,3,4,3,60000,4,2,2,2,2,2,0,1,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,2
2,310,1,1,4,4,5,4,60000,4,2,2,2,2,2,1,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,310,3,1,4,3,4,3,100000,4,2,2,2,4,4,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,310,4,2,3,3,4,2,200000,4,2,2,2,2,2,1,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,2
2,310,5,1,3,3,4,3,2000000,4,2,2,2,2,2,1,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,310,6,1,3,3,4,3,100000,4,4,2,2,4,4,1,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,2
2,310,7,1,3,3,4,4,200000,4,2,2,2,2,2,1,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,310,8,2,3,2,4,3,250000,4,2,2,2,2,2,1,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,1
2,310,9,1,3,3,4,3,100000,4,1,1,1,4,4,1,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,310,10,1,4,3,4,3,60000,4,2,2,1,4,4,1,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,310,11,2,2,2,3,1,200000,4,2,2,2,4,4,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,310,12,1,2,2,3,2,160000,4,2,1,2,2,2,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,310,13,1,3,3,4,2,50000,4,2,2,2,4,4,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,311,1,2,3,3,4,3,50000,2,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,311,2,1,4,4,4,3,100000,4,1,1,1,4,4,0,0,1,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,1
1,311,3,2,3,3,4,3,50000,2,2,2,2,2,2,1,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,311,4,1,3,3,4,3,49500,4,1,2,1,2,2,1,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,1
1,311,5,2,3,3,4,3,60000,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,1
1,311,6,1,2,3,4,2,150000,4,2,1,2,4,4,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,1
1,311,7,1,3,3,4,3,200000,4,1,1,2,4,4,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,1
1,311,8,3,3,3,4,3,75000,4,1,1,2,2,1,0,1,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,1
1,311,9,1,3,2,4,2,100000,4,4,4,4,4,4,0,1,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,311,10,1,3,3,4,3,80000,4,1,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,1
1,311,11,2,3,3,4,3,60000,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,311,12,1,3,3,4,3,65000,4,1,1,1,2,1,0,1,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,1
2,312,1,2,2,2,4,2,150000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,312,2,2,3,2,4,2,150000,4,2,2,2,4,4,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,312,3,2,3,3,4,2,75000,4,2,2,2,2,4,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,312,4,1,3,2,4,3,75000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,312,5,1,3,3,4,3,100000,4,2,2,2,4,4,1,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,312,6,1,3,3,4,4,50000,4,2,2,2,4,4,1,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
2,312,7,1,3,3,4,2,200000,4,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,312,8,2,3,3,4,3,100000,4,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,312,9,1,3,3,4,3,100000,4,1,1,1,2,2,1,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,312,10,1,4,4,4,3,50000,4,1,1,1,4,4,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,1
2,312,11,2,2,2,4,2,100000,4,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,1
2,312,12,2,3,3,4,3,100000,2,2,2,2,2,2,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,313,1,1,3,3,5,3,60000,2,2,2,2,2,1,0,0,1,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,1
1,313,2,2,3,2,1,3,45000,2,2,2,2,2,2,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,313,3,2,3,3,4,3,95000,4,1,1,1,2,2,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,313,4,1,3,4,4,3,100000,4,1,1,1,4,4,1,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
1,313,5,1,3,3,4,3,70000,4,1,1,1,2,2,0,0,0,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,313,6,1,3,3,4,3,200000,4,4,2,1,2,2,0,0,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,313,7,2,3,3,4,3,80000,4,1,2,2,2,2,0,0,1,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,313,8,2,3,2,1,3,50000,2,2,2,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,313,9,1,3,3,4,3,1000000,4,1,1,1,4,4,1,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,313,10,1,3,3,4,3,50000,4,1,1,1,4,4,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,313,11,3,3,2,4,3,70000,4,1,2,2,2,2,0,1,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,1
1,313,12,2,3,3,1,3,50000,2,2,2,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,314,1,1,3,3,4,3,75000,4,2,2,2,4,4,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,314,2,1,3,3,4,2,65000,4,2,2,2,4,4,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,314,3,2,3,3,4,2,50000,4,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,314,4,2,4,3,4,3,100000,4,2,2,2,4,4,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,314,5,2,3,3,4,3,200000,4,2,1,2,2,2,1,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
2,314,6,2,3,3,4,3,100000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,314,7,1,4,3,4,3,200000,4,2,2,2,2,2,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,2
2,314,8,1,4,4,4,4,30000,4,1,1,1,2,2,1,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,314,9,1,3,2,3,2,75000,4,2,2,2,4,4,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,314,10,2,3,3,4,4,40000,4,1,4,1,4,4,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,314,11,1,4,4,4,4,50000,4,1,1,1,4,4,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,1
2,314,12,1,3,2,4,3,150000,4,1,2,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,315,2,1,3,2,4,3,400000,4,2,2,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,1
1,315,3,2,3,4,4,3,35000,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,1
1,315,4,1,3,4,4,3,50000,4,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,315,5,2,4,3,4,3,40000,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,315,6,1,3,4,4,3,500000,4,1,1,1,4,4,0,0,1,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,1
1,315,8,2,3,3,4,3,35000,2,2,2,2,2,2,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,315,9,1,3,4,4,4,50000,4,1,2,1,4,4,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,315,10,1,4,4,4,3,60000,4,1,2,1,4,4,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,315,11,1,3,3,4,3,125000,4,1,2,1,2,2,0,1,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,1
1,315,12,3,3,3,4,3,95000,4,1,2,1,2,2,0,0,0,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,1
1,315,15,2,3,3,2,3,45000,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,315,16,1,3,3,4,3,30000,4,2,2,2,2,2,1,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,316,1,1,3,4,4,3,100000,2,2,2,2,2,2,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,316,2,2,2,2,4,2,150000,4,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,316,3,2,3,3,4,2,150000,4,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,316,4,1,3,4,4,3,70000,4,2,2,2,4,4,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,316,5,1,3,3,4,3,100000,4,2,2,2,2,2,1,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,1
2,316,6,2,3,3,4,2,200000,4,2,2,2,2,2,1,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
2,316,7,1,3,3,4,1,200000,4,2,2,2,2,2,1,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,316,8,2,2,2,5,2,500000,4,2,2,2,2,2,1,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,1
2,316,9,1,4,3,4,3,100000,4,4,2,2,2,1,1,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,316,10,2,4,2,4,3,50000,4,1,1,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,316,11,2,2,2,3,2,400000,4,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,316,12,2,1,1,1,2,200000,2,2,2,2,4,2,1,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,1
1,317,1,1,3,3,4,3,100000,4,2,1,1,4,4,1,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,317,3,1,3,3,4,2,150000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,1
1,317,4,2,2,2,2,2,150000,4,2,2,2,2,2,1,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
1,317,5,2,4,4,4,3,200000,4,2,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,317,6,1,3,3,4,3,40000,4,2,2,2,2,2,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,1
1,317,7,2,2,2,3,2,120000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,317,8,2,3,5,5,3,100000,4,2,2,2,4,4,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,317,9,2,3,5,5,3,200000,4,2,2,2,2,2,1,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
