"vague","grappe","menage","s17q00","s17q01","s17q02","s17q03","s17q51","s17q38b","s17q34b","s17q04","s17q05","s17q06","s17q07a1","s17q07b1","s17q07c1","s17q07d1","s17q07e1","s17q07a2","s17q07a3","s17q07a4","s17q07b2","s17q07b3","s17q07b4","s17q07c2","s17q07c3","s17q07c4","s17q07d2","s17q07d3","s17q07d4","s17q07e2","s17q07e3","s17q08","s17q09","s17q10","s17q11","s17q12","s17q13","s17q14","s17q15__0","s17q15__1","s17q16","s17q17","s17q18a","s17q18b","s17q18c","s17q18d","s17q18e","s17q18f","s17q18g","s17q18h","s17q18i","s17q19","s17q20","s17q21","s17q22__0","s17q22__1","s17q23","s17q24a","s17q24b","s17q25","s17q26","s17q27__0","s17q27__1","s17q28","s17q29","s17q30","s17q31a","s17q31b","s17q32a","s17q32b","s17q33","s17q34a","s17q35","s17q36__0","s17q36__1","s17q37","s17q38a","s17q39","s17q40","s17q41__0","s17q41__1","s17q42","s17q43","s17q44","s17q45","s17q46","s17q47__0","s17q47__1","s17q48","s17q49","s17q50","s17q52","s17q53","s17q54","s17q55","s17q56","s17q57","s17q58","s17q59","s17q60","s17q61"
2,312,12,1,"Bovins",1,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5000,2,,,2,,2,,2,
2,312,12,1,"Caprins (Chèvres)",3,1,500,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,500,2,,,2,,2,,2,
1,313,1,1,"Ovins (Moutons)",2,1,4500,,,1,8,4,1,,,,,4,1,2,,,,,,,,,,,,0,,0,,,,,,,1,1,0,1,0,0,0,0,1,0,0,2,,,,,2,,,2,,,,1,3,1,0.5,1,0,,2,,,,,2,,2,,,,,,,,,,,,1,8,15000,2,,,2,,2,,2,
1,313,1,1,"Caprins (Chèvres)",3,1,,,,1,2,2,9,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,313,1,1,"Poules / poulets",9,1,,,,1,12,12,1,,,,,12,1,2,,,,,,,,,,,,0,,0,,,,,,,1,1,5,0,0,0,0,0,0,0,8,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,2,,,2,,2,,2,
1,313,2,1,"Caprins (Chèvres)",3,1,,,,1,6,6,1,,,,,6,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0.5,1,0,,2,,,,,2,,2,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,313,2,1,"Ovins (Moutons)",2,1,,,,1,10,10,1,,,,,10,1,2,,,,,,,,,,,,0,,0,,,,,,,1,1,0,1,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,313,3,1,"Caprins (Chèvres)",3,1,,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,313,3,1,"Poules / poulets",9,1,,,,1,7,7,1,2,,,,4,1,1,3,1,2,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,2,,,2,,2,,2,
1,313,4,1,"Ovins (Moutons)",2,1,,,,1,1,1,2,,,,,1,1,2,,,,,,,,,,,,1,10000,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,313,4,1,"Poules / poulets",9,1,,,,1,7,7,2,,,,,7,1,2,,,,,,,,,,,,0,,0,,,,,,,1,1,2,0,0,0,0,0,0,0,0,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,2,,,2,,2,,2,
1,313,6,1,"Poules / poulets",9,1,,,,1,12,12,2,,,,,12,2,2,,,,,,,,,,,,0,,15,1,100,15000,400,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,2,,,2,,2,,2,
1,313,6,1,"Ovins (Moutons)",2,1,,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,2,12500,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,313,8,1,"Equins (Chevaux)",5,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
2,314,1,1,"Caprins (Chèvres)",3,1,2500,,,1,2,2,2,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6500,2,,,2,,2,,2,
2,314,3,1,"Caprins (Chèvres)",3,1,,,,1,1,0,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,6000,2,,,2,,2,,2,
2,314,3,1,"Ovins (Moutons)",2,1,2500,,,1,4,1,2,,,,,1,1,2,,,,,,,,,,,,0,,1,1,100,2500,0,1,2,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,12500,2,,,2,,2,,2,
2,314,4,1,"Ovins (Moutons)",2,1,,,,1,1,1,2,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3000,2,,,2,,2,,2,
2,314,4,1,"Caprins (Chèvres)",3,1,,,,1,1,1,2,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3000,2,,,2,,2,,2,
2,314,6,1,"Caprins (Chèvres)",3,1,,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,7500,2,,,2,,2,,2,
2,314,6,1,"Asins (Anes)",6,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,314,6,1,"Ovins (Moutons)",2,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,10000,2,,,2,,2,,2,
2,314,9,1,"Caprins (Chèvres)",3,1,,,,1,1,1,2,,,,,1,1,2,,,,,,,,,,,,1,5000,2,2,100,40000,0,2,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,500,2,,,2,,2,,2,
2,314,9,1,"Ovins (Moutons)",2,1,2500,,,1,3,3,1,,,,,3,1,2,,,,,,,,,,,,2,30000,2,1,100,210000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,1500,2,,,2,,2,,2,
2,314,9,1,"Bovins",1,1,5000,,,1,2,0,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,2,,,1,2000,1,500,2,
2,314,10,1,"Ovins (Moutons)",2,1,,,,1,3,3,1,,,,,3,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1000,2,,,2,,2,,2,
2,314,10,1,"Bovins",1,1,2000,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,0,2,,,2,,2,,2,
2,314,10,1,"Poules / poulets",9,1,,,,1,4,4,2,,,,,4,1,2,,,,,,,,,,,,0,,2,2,100,3000,0,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,0,2,,,2,,2,,2,
2,314,12,1,"Ovins (Moutons)",2,1,2000,,,1,3,3,1,,,,,3,1,2,,,,,,,,,,,,2,45000,2,1,100,250000,3000,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,1000,2,,,2,,2,,2,
2,314,12,1,"Caprins (Chèvres)",3,1,500,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,1,5000,0,,,,,,,1,1,0,1,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,500,2,,,2,,2,,2,
1,315,5,1,"Caprins (Chèvres)",3,1,,,,1,1,0,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,315,6,1,"Asins (Anes)",6,1,,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,315,8,1,"Ovins (Moutons)",2,1,,,,1,6,6,1,,,,,6,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,315,8,1,"Caprins (Chèvres)",3,1,,,,1,4,4,3,,,,,4,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,315,9,1,"Asins (Anes)",6,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,315,9,1,"Poules / poulets",9,1,,,,1,3,3,1,,,,,3,1,2,,,,,,,,,,,,3,4750,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,2,,,2,,2,,2,
1,315,10,1,"Caprins (Chèvres)",3,1,,,,1,4,4,1,,,,,4,1,2,,,,,,,,,,,,0,,2,1,100,17500,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,315,11,1,"Ovins (Moutons)",2,1,,,,1,4,4,4,3,1,,,2,1,1,1,1,1,1,1,2,,,,,,0,,1,1,100,37500,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,315,11,1,"Caprins (Chèvres)",3,1,,,,1,3,3,1,5,,,,2,1,1,1,1,2,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,1,600,2,
1,315,11,1,"Bovins",1,1,,,,1,2,2,4,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,315,15,1,"Ovins (Moutons)",2,1,1500,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,1,20000,1,1,100,75000,100,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4000,2,,,1,250,2,,2,
1,315,15,1,"Caprins (Chèvres)",3,1,,,,1,4,4,2,,,,,4,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,315,15,1,"Bovins",1,1,4500,,,1,6,6,1,,,,,6,1,2,,,,,,,,,,,,0,,1,1,100,135000,250,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,1,4,2.5,1,0,,2,,,,,2,,2,,,,,,,,,,,,1,4,8000,2,,,2,,2,,2,
1,315,16,1,"Caprins (Chèvres)",3,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,315,16,1,"Ovins (Moutons)",2,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
2,316,1,1,"Ovins (Moutons)",2,1,,,,1,5,5,1,,,,,5,1,2,,,,,,,,,,,,0,,10,1,100,350000,2000,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,30000,2,,,2,,2,,2,
2,316,2,1,"Poules / poulets",9,1,,,,1,6,6,1,,,,,6,1,2,,,,,,,,,,,,0,,0,,,,,,,1,1,2,0,0,0,0,0,0,0,0,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,0,2,,,2,,2,,2,
2,316,2,1,"Caprins (Chèvres)",3,1,7000,,,1,8,8,1,,,,,8,1,2,,,,,,,,,,,,0,,3,1,100,67500,600,1,,1,1,0,1,0,0,0,0,0,0,0,2,,,,,1,1000,0,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,16000,2,,,2,,1,1500,2,
2,316,2,1,"Ovins (Moutons)",2,1,11000,,,1,3,3,1,,,,,3,1,2,,,,,,,,,,,,0,,0,,,,,,,1,1,0,1,0,0,0,0,0,0,0,2,,,,,1,1000,0,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,13000,2,,,1,2250,1,750,2,
2,316,2,1,"Pintades",10,1,,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,1,1,1,0,0,0,0,0,0,0,0,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,0,2,,,2,,2,,2,
2,316,4,1,"Ovins (Moutons)",2,1,12000,,,1,4,4,1,2,,,,2,1,1,2,1,2,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,9000,2,,,2,,2,,2,
2,316,4,1,"Caprins (Chèvres)",3,1,7000,,,1,4,4,1,2,,,,2,1,1,2,1,2,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6000,2,,,2,,2,,2,
2,316,5,1,"Ovins (Moutons)",2,1,3000,,,1,14,14,1,,,,,14,1,2,,,,,,,,,,,,0,,10,1,100,690000,5000,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,10000,2,,,2,,2,,2,
2,316,5,1,"Caprins (Chèvres)",3,1,1000,,,1,2,2,3,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5000,2,,,2,,2,,2,
2,316,6,1,"Caprins (Chèvres)",3,1,2000,,,1,9,9,1,,,,,9,1,2,,,,,,,,,,,,0,,2,1,100,35000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,15000,2,,,1,0,2,,2,
2,316,6,1,"Ovins (Moutons)",2,1,2000,,,1,4,4,1,,,,,4,1,2,,,,,,,,,,,,0,,3,1,100,75000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,10000,2,,,2,,2,,2,
2,316,7,1,"Bovins",1,1,16000,,,1,7,7,1,,,,,7,1,2,,,,,,,,,,,,0,,6,1,100,1050000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,40000,2,,,1,0,1,3500,2,
2,316,7,1,"Ovins (Moutons)",2,1,4000,,,1,3,3,1,,,,,3,1,2,,,,,,,,,,,,0,,0,,,,,,,1,1,0,1,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8000,2,,,1,0,1,1500,2,
2,316,7,1,"Caprins (Chèvres)",3,1,,,,1,10,10,1,,,,,10,1,2,,,,,,,,,,,,0,,2,1,100,29500,0,1,,1,1,0,1,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,15000,2,,,1,0,2,,2,
2,316,8,1,"Bovins",1,1,16000,,,1,4,4,1,,,,,4,1,2,,,,,,,,,,,,0,,2,1,100,625000,2000,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,20000,2,,,1,0,1,2000,2,
2,316,8,1,"Ovins (Moutons)",2,1,16000,,,1,13,13,1,,,,,13,1,2,,,,,,,,,,,,0,,3,1,100,325000,1500,1,,1,1,0,2,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,20000,2,,,1,0,1,6500,2,
2,316,9,1,"Bovins",1,1,5000,,,1,2,0,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1000,2,,,2,,1,1500,2,
2,316,10,1,"Caprins (Chèvres)",3,1,,,,1,5,5,1,,,,,5,1,2,,,,,,,,,,,,0,,1,1,100,25000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5000,2,,,2,,2,,2,
2,316,10,1,"Ovins (Moutons)",2,1,2500,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,2,1,100,106000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,500,2,,,2,,1,1000,2,
2,316,12,1,"Ovins (Moutons)",2,1,5000,,,1,8,8,1,,,,,8,1,2,,,,,,,,,,,,2,120000,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,2000,2,,,1,0,1,1300,1,1500
2,316,12,1,"Autres volailles",11,1,,,,1,20,20,6,,,,,20,1,2,,,,,,,,,,,,0,,8,6,100,4000,0,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,500,2,,,2,,2,,2,
2,316,12,1,"Bovins",1,1,40000,,,1,4,4,1,,,,,4,1,2,,,,,,,,,,,,1,120000,1,1,100,150000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,3500,2,,,1,0,1,4000,2,
1,317,4,1,"Ovins (Moutons)",2,1,,,,1,10,10,1,,,,,10,1,2,,,,,,,,,,,,0,,2,1,100,37000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,1,0,2,,2,
1,317,5,1,"Caprins (Chèvres)",3,1,,,,1,4,4,1,,,,,4,1,2,,,,,,,,,,,,0,,2,1,100,43000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,1,1000,1,400,2,
1,317,7,1,"Ovins (Moutons)",2,1,,,,1,3,3,1,,,,,3,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,317,7,1,"Bovins",1,1,15000,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,60000,2,,,2,,2,,2,
1,317,8,1,"Ovins (Moutons)",2,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,317,8,1,"Poules / poulets",9,1,,,,1,5,5,2,3,5,,,2,1,1,2,2,1,1,1,2,,,,,,0,,0,,,,,,,1,1,3,0,0,0,0,0,0,0,1,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,30,0,,,,30,2,,,2,,,2,,2,,2,
1,317,9,1,"Bovins",1,1,15000,,,1,6,6,1,6,,,,4,1,1,2,1,2,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,2,8,960,2,0,,2,,,,,2,,2,,,,,,,,,,,,1,4,20000,2,,,2,,2,,2,
1,317,9,1,"Pintades",10,1,,,,1,11,11,1,,,,,11,1,2,,,,,,,,,,,,2,5000,4,1,100,12000,0,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,2,,,2,,2,,2,
1,317,9,1,"Poules / poulets",9,1,,,,1,4,4,1,,,,,4,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,2,,,2,,2,,2,
1,317,10,1,"Bovins",1,1,90000,,,1,5,5,1,,,,,5,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,30000,2,,,1,2500,1,1500,2,
1,317,10,1,"Ovins (Moutons)",2,1,60000,,,1,10,10,1,,,,,10,1,2,,,,,,,,,,,,0,,0,,,,,,,1,1,0,2,0,0,0,0,0,0,2,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,15000,2,,,2,,1,500,2,
2,318,1,1,"Poules / poulets",9,1,,,,2,7,7,2,,,,,7,1,2,,,,,,,,,,,,0,,0,,,,,,,1,2,3,0,0,0,0,0,0,0,0,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,4,10,0,,,,0,2,,1000,2,,,2,,2,,1,500
2,318,1,1,"Ovins (Moutons)",2,1,4500,,,2,3,3,2,1,,,,2,1,1,1,1,2,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1000,2,,,1,150,1,800,1,150
2,318,1,1,"Pintades",10,1,,,,2,7,7,2,,,,,7,1,2,,,,,,,,,,,,0,,0,,,,,,,1,2,2,0,0,0,0,0,0,0,0,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,1000,2,,,2,,2,,1,1500
2,318,2,1,"Poules / poulets",9,1,,,,1,5,5,1,,,,,5,1,2,,,,,,,,,,,,0,,0,,,,,,,1,1,6,0,0,0,0,0,0,0,0,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,1000,2,,,2,,2,,2,
2,318,2,1,"Bovins",1,1,50000,,,1,5,5,1,,,,,5,1,2,,,,,,,,,,,,0,,2,1,100,260000,2000,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6000,2,,,1,1000,2,,2,
2,318,2,1,"Caprins (Chèvres)",3,1,,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,1,1,0,1,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1000,2,,,2,,2,,2,
2,318,2,1,"Asins (Anes)",6,1,,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,2,,,2,,2,,2,
2,318,2,1,"Pintades",10,1,,,,1,3,3,1,,,,,3,1,2,,,,,,,,,,,,0,,0,,,,,,,1,1,6,0,0,0,0,0,0,0,0,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,1000,2,,,2,,2,,2,
2,318,2,1,"Ovins (Moutons)",2,1,5000,,,1,5,5,1,,,,,5,1,2,,,,,,,,,,,,0,,1,1,100,15000,200,1,,1,1,0,2,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1000,2,,,2,,2,,2,
2,318,3,1,"Poules / poulets",9,1,3000,,,1,10,10,1,,,,,10,1,2,,,,,,,,,,,,0,,0,,,,,,,1,1,5,0,0,0,0,0,0,0,0,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,3,60,0,,,,0,1,4,1500,2,,,2,,2,,1,1000
2,318,3,1,"Bovins",1,1,45000,,,1,0,,,,,,,,,,,,,,,,,,,,,0,,3,1,100,450000,3000,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,12000,2,,,1,3000,1,2000,2,
2,318,3,1,"Ovins (Moutons)",2,1,14000,,,1,0,,,,,,,,,,,,,,,,,,,,,0,,2,1,100,42500,400,1,,1,1,0,1,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4000,2,,,1,800,1,1000,2,
2,318,5,1,"Bovins",1,1,32000,2,,1,20,20,1,,,,,20,1,2,,,,,,,,,,,,0,,4,1,100,650000,2000,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,3,12,1,2,0,,2,,,,,1,1,2,,,,,,,,,,,,1,3,20000,2,,,2,,2,,2,
2,318,5,1,"Ovins (Moutons)",2,1,,,,1,5,5,1,,,,,5,1,2,,,,,,,,,,,,0,,1,1,100,28500,300,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,10000,2,,,2,,2,,2,
2,318,6,1,"Bovins",1,1,16000,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,1,1,100,175000,750,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,15000,2,,,1,200,1,500,2,
