"vague","grappe","menage","s10q02","s10q03","s10q04","s10q05","s10q06","s10q07","s10q08","s10q09","s10q10","s10q11","s10q01"
1,257,5,2,2,2,2,2,2,2,2,1,1,1
1,257,6,2,2,2,2,2,2,2,2,2,0,1
1,257,7,2,2,2,2,2,2,2,2,1,1,1
1,257,8,2,2,2,2,2,2,2,2,2,0,1
1,257,9,2,2,2,2,2,2,2,2,2,0,1
1,257,10,2,2,2,2,2,2,2,2,2,0,1
1,257,11,2,2,2,2,2,2,2,2,2,0,1
1,257,12,2,2,2,2,2,2,2,2,2,0,1
2,258,1,2,2,2,2,2,2,2,2,2,0,1
2,258,2,2,2,2,2,2,2,2,2,2,0,4
2,258,3,2,2,2,2,2,2,2,2,2,0,2
2,258,4,2,2,2,1,2,2,2,2,2,1,3
2,258,5,2,2,2,2,2,1,2,2,2,1,1
2,258,6,2,2,2,1,2,2,2,2,2,1,1
2,258,7,2,2,1,2,2,2,2,2,2,1,1
2,258,8,2,2,2,2,2,2,2,2,2,0,1
2,258,9,2,2,2,2,2,2,2,2,2,0,1
2,258,10,1,2,2,2,2,2,2,2,2,1,1
2,258,11,1,2,2,2,2,2,2,2,2,1,1
2,258,12,2,2,2,1,2,2,2,2,2,1,1
1,259,2,1,2,2,2,2,2,2,2,2,1,1
1,259,3,2,2,2,1,2,2,2,2,2,1,1
1,259,4,2,1,2,2,2,2,2,2,2,1,1
1,259,5,2,2,2,1,2,2,2,2,2,1,1
1,259,6,2,2,2,2,2,2,2,2,2,0,1
1,259,7,2,2,2,2,1,2,2,2,2,1,1
1,259,8,2,2,1,1,2,2,2,2,2,1,1
1,259,9,2,2,2,1,2,2,2,2,2,1,1
1,259,10,1,2,2,2,2,2,2,2,2,1,1
1,259,11,2,2,2,2,2,2,2,2,2,0,1
1,259,12,2,2,2,2,2,2,2,2,2,0,1
1,259,15,2,2,2,1,2,2,2,2,2,1,1
2,260,1,2,2,2,2,2,2,2,2,2,0,1
2,260,2,2,2,2,2,2,2,2,2,2,0,1
2,260,3,2,2,2,1,2,2,2,2,2,1,2
2,260,4,2,2,2,2,2,1,2,2,2,1,6
2,260,5,2,2,2,2,2,2,2,2,1,1,1
2,260,6,2,2,2,2,2,2,2,2,2,0,1
2,260,7,2,2,2,2,2,2,2,2,2,0,1
2,260,8,2,2,2,2,2,2,2,2,1,1,1
2,260,10,2,2,2,2,2,2,2,2,2,0,2
2,260,11,2,2,2,1,2,2,2,2,2,1,1
2,260,12,2,2,2,2,2,2,2,2,2,0,1
2,260,15,2,2,2,2,1,2,2,2,2,1,1
1,261,1,2,2,2,1,2,2,2,2,2,1,1
1,261,2,1,2,2,2,2,2,2,2,2,1,1
1,261,3,2,2,2,2,2,1,2,2,2,1,1
1,261,4,1,2,2,2,2,2,2,2,2,1,1
1,261,5,2,2,2,2,2,2,2,2,2,0,1
1,261,6,1,2,2,2,1,2,2,2,2,1,1
1,261,7,2,2,2,2,2,2,2,2,1,1,2
1,261,8,2,2,2,1,2,2,2,2,2,1,1
1,261,9,2,2,2,2,2,2,1,2,2,1,1
1,261,11,2,2,2,2,2,2,2,2,2,0,1
1,261,12,2,2,2,2,2,2,2,2,2,0,1
1,261,13,2,2,2,2,2,2,1,2,2,1,1
2,262,1,2,2,2,2,2,2,2,2,2,0,1
2,262,2,2,2,2,1,2,2,2,2,2,1,1
2,262,3,2,2,2,2,2,1,2,2,2,1,1
2,262,4,2,2,2,2,2,2,2,2,2,0,1
2,262,5,2,2,2,2,2,1,2,2,2,1,4
2,262,6,2,2,2,2,2,1,2,2,2,1,1
2,262,7,2,2,2,2,2,2,2,2,2,0,1
2,262,8,2,2,2,1,2,2,2,2,2,1,1
2,262,10,2,2,2,2,2,2,2,2,2,0,1
2,262,11,2,2,2,2,2,2,2,2,1,1,1
2,262,12,2,2,2,2,2,2,2,2,1,1,1
2,262,15,2,2,2,2,2,2,2,2,2,0,1
1,263,1,2,2,2,2,2,2,2,2,2,0,1
1,263,2,2,2,2,2,2,2,2,2,2,0,1
1,263,3,2,2,1,2,2,2,2,2,2,1,1
1,263,4,2,2,2,2,2,2,2,2,1,1,1
1,263,5,2,2,2,2,2,2,2,2,2,0,1
1,263,6,2,2,2,2,2,2,2,2,2,0,1
1,263,7,2,2,2,2,2,2,2,2,2,0,1
1,263,8,2,2,2,2,2,2,2,2,1,1,1
1,263,10,2,2,2,2,2,2,2,2,2,0,1
1,263,11,2,2,2,2,2,2,2,2,2,0,1
1,263,13,2,2,2,2,2,2,2,2,2,0,1
1,263,14,2,2,2,2,2,2,2,2,2,0,1
2,264,1,2,2,2,2,2,1,2,2,2,1,1
2,264,2,2,2,2,2,2,1,2,2,2,1,1
2,264,3,1,2,2,2,2,2,2,2,2,1,1
2,264,4,2,2,2,2,2,2,2,2,1,1,1
2,264,5,2,2,2,2,1,1,2,2,2,1,1
2,264,6,2,2,2,2,2,2,2,2,2,0,1
2,264,7,2,2,2,2,2,2,2,2,2,0,1
2,264,8,2,2,2,2,2,2,2,2,1,1,1
2,264,9,2,2,2,1,2,2,2,2,2,1,1
2,264,10,2,2,2,2,1,2,2,2,2,1,1
2,264,11,2,2,2,1,2,2,2,2,2,1,1
2,264,12,2,2,2,2,2,2,2,2,1,1,1
1,265,1,2,2,2,1,2,2,2,2,2,1,1
1,265,2,2,2,2,2,2,2,2,2,2,0,1
1,265,3,1,2,2,2,2,2,2,2,2,1,1
1,265,4,2,2,2,2,2,2,2,2,2,0,1
1,265,5,1,2,2,2,2,2,2,2,2,1,1
1,265,6,2,2,2,2,2,2,2,2,2,0,1
1,265,7,2,2,2,2,2,2,2,2,2,0,1
1,265,8,2,2,2,2,2,2,2,2,2,0,1
1,265,9,2,2,2,2,2,2,2,2,2,0,1
1,265,10,2,2,2,2,2,2,2,2,2,0,1
1,265,11,2,2,2,1,2,2,2,2,2,1,1
1,265,12,2,2,2,2,2,2,2,2,2,0,1
2,266,1,2,2,2,2,2,2,2,2,2,0,1
2,266,2,2,2,2,2,2,2,2,2,2,0,1
2,266,3,1,2,2,2,2,2,2,2,2,1,1
2,266,4,2,2,2,2,2,2,2,2,2,0,1
2,266,5,2,2,2,2,2,2,2,2,2,0,1
2,266,6,2,2,2,2,2,2,2,2,2,0,1
2,266,7,2,2,2,2,2,2,2,2,2,0,1
2,266,8,2,2,2,2,2,2,2,2,2,0,1
2,266,9,2,2,2,2,2,2,2,2,2,0,1
2,266,10,2,2,2,2,2,2,2,2,2,0,2
2,266,11,2,2,2,2,2,2,2,2,2,0,1
2,266,12,2,2,2,2,2,2,2,2,2,0,1
1,267,1,2,2,2,2,2,2,2,2,2,0,1
1,267,2,2,2,2,2,2,2,2,2,2,0,1
1,267,3,2,2,2,1,2,2,1,2,1,1,1
1,267,4,2,2,2,2,2,2,2,2,2,0,1
1,267,5,2,1,2,2,2,2,2,2,2,1,4
1,267,6,2,2,2,2,2,2,2,2,1,1,1
1,267,7,1,2,2,2,2,2,2,2,1,1,1
1,267,8,2,2,2,2,2,2,2,2,2,0,1
1,267,9,2,2,2,2,2,2,2,2,2,0,1
1,267,10,2,2,2,2,2,2,2,2,2,0,1
1,267,12,2,2,2,1,2,2,2,2,1,1,1
1,267,15,2,2,2,2,2,1,2,2,2,1,1
2,268,1,2,2,2,2,2,2,2,2,2,0,1
2,268,2,1,2,2,2,2,2,2,2,2,1,2
2,268,3,1,2,2,2,2,2,2,2,2,1,1
2,268,4,2,2,2,2,2,1,2,2,2,1,1
2,268,5,2,2,2,2,2,2,2,2,2,0,1
2,268,6,2,2,2,2,2,1,2,2,2,1,1
2,268,7,2,2,2,2,2,2,2,2,2,0,1
2,268,8,2,2,2,2,2,2,2,2,2,0,1
2,268,9,2,2,2,1,2,2,2,2,2,1,1
2,268,10,2,2,2,2,2,1,2,2,2,1,1
2,268,11,2,2,2,2,1,2,2,2,2,1,1
2,268,12,2,2,2,2,2,2,2,2,2,0,1
1,269,1,2,2,2,1,2,2,2,2,1,1,1
1,269,2,2,2,2,2,2,2,2,2,2,0,1
1,269,3,2,2,2,2,2,1,2,2,2,1,3
1,269,4,2,2,2,1,2,2,2,2,2,1,1
1,269,5,2,2,2,2,2,2,2,2,2,0,1
1,269,6,2,2,2,2,1,2,2,2,1,1,1
1,269,7,2,2,2,2,2,2,2,2,2,0,1
1,269,8,2,2,2,1,2,2,2,2,2,1,1
1,269,9,2,2,2,2,2,2,2,2,2,0,1
1,269,10,1,2,2,2,2,2,2,2,2,1,1
1,269,11,2,2,2,2,2,2,2,2,2,0,1
1,269,12,2,2,2,2,2,2,2,2,2,0,1
2,270,1,2,2,2,1,2,2,2,2,2,1,2
2,270,2,2,2,2,1,2,2,2,2,2,1,1
2,270,3,2,2,2,2,1,2,2,2,2,1,2
2,270,4,2,2,2,1,2,2,2,2,2,1,1
2,270,5,2,2,2,2,2,2,2,2,2,0,1
2,270,6,2,2,2,2,2,1,2,2,2,1,1
2,270,7,2,2,2,2,2,2,2,2,1,1,2
2,270,8,2,2,2,2,2,2,2,2,1,1,2
2,270,9,1,2,2,2,2,2,2,2,2,1,1
2,270,10,1,1,2,2,2,2,2,2,2,1,1
2,270,11,2,2,2,2,2,2,2,2,2,0,1
2,270,12,2,2,2,1,2,2,2,2,2,1,10
1,271,1,2,2,2,2,2,2,2,2,2,0,1
1,271,2,2,2,2,1,2,2,2,2,1,1,1
1,271,3,2,2,2,2,2,2,2,2,2,0,1
1,271,5,2,2,2,1,2,2,2,2,2,1,1
1,271,6,2,1,2,2,2,2,2,2,2,1,1
1,271,8,2,2,2,2,2,2,2,2,2,0,1
1,271,9,2,2,2,2,2,2,2,2,1,1,1
1,271,10,2,2,2,1,2,2,2,2,2,1,1
1,271,11,2,2,2,2,2,2,2,2,2,0,1
1,271,12,2,2,2,2,2,2,2,2,2,0,1
1,271,15,2,2,2,2,2,2,2,2,2,0,1
1,271,16,2,2,2,2,2,2,2,2,2,0,1
1,272,1,2,2,2,2,2,2,2,2,2,0,2
1,272,2,2,2,2,1,2,2,2,2,2,1,1
1,272,3,1,2,2,1,2,2,2,2,2,1,1
1,272,4,2,2,2,2,2,2,2,2,2,0,2
1,272,5,2,2,2,2,2,2,2,2,2,0,1
1,272,6,2,2,2,2,2,2,2,2,2,0,1
1,272,7,2,2,2,2,2,2,2,2,2,0,2
1,272,8,2,2,2,2,2,2,2,2,2,0,1
1,272,9,2,2,2,2,2,2,2,2,2,0,1
1,272,11,2,2,1,2,2,2,2,2,2,1,1
1,272,12,2,2,2,2,2,2,2,2,2,0,1
1,272,14,2,2,2,2,1,2,2,2,2,1,1
1,273,1,2,2,2,2,2,2,2,2,1,1,1
1,273,3,2,2,2,2,2,2,2,2,2,0,1
1,273,4,2,2,2,2,2,2,2,2,2,0,1
1,273,5,1,2,2,1,2,2,2,2,2,1,1
1,273,6,1,2,2,2,2,2,2,2,2,1,2
1,273,7,2,2,2,1,2,2,2,2,2,1,1
1,273,8,2,2,2,1,2,2,2,2,2,1,1
1,273,9,2,2,2,2,2,2,2,2,1,1,1
1,273,10,2,2,2,2,2,2,2,2,2,0,1
1,273,11,1,2,2,2,2,2,2,2,2,1,1
1,273,12,2,2,2,1,2,2,2,2,2,1,1
1,273,16,1,2,2,2,2,2,2,2,2,1,1
2,274,1,2,2,2,1,2,2,2,2,2,1,1
2,274,2,2,2,2,2,2,2,2,2,2,0,1
2,274,3,2,2,2,2,2,2,2,2,2,0,1
2,274,4,2,2,2,2,2,2,2,2,2,0,1
2,274,5,2,2,2,1,2,2,2,2,2,1,1
2,274,6,2,2,2,2,2,2,2,2,2,0,2
2,274,7,2,2,2,2,2,1,2,2,2,1,1
2,274,8,1,2,2,2,2,2,2,2,2,1,1
2,274,9,2,2,2,2,2,1,2,2,2,1,1
2,274,10,2,2,2,2,2,2,2,2,2,0,1
2,274,11,2,2,2,2,2,2,2,2,2,0,1
2,274,12,2,2,2,2,2,2,2,2,1,1,1
1,275,1,2,2,2,2,2,2,2,2,2,0,1
1,275,2,2,2,2,2,2,2,2,2,2,0,1
1,275,3,2,2,2,2,2,2,2,2,2,0,1
1,275,4,2,2,2,1,2,2,2,2,2,1,1
1,275,5,2,2,2,2,2,1,2,2,2,1,1
1,275,6,2,2,2,2,2,2,2,2,2,0,1
1,275,7,2,2,2,2,2,2,2,2,2,0,1
1,275,8,2,2,2,2,2,2,2,2,2,0,1
1,275,9,2,2,2,1,2,2,2,2,2,1,1
1,275,10,2,2,2,1,2,2,2,2,2,1,1
1,275,11,2,2,2,2,2,2,2,2,2,0,1
1,275,12,2,2,2,2,2,2,2,2,2,0,2
2,276,1,2,2,2,2,2,2,2,2,2,0,1
2,276,2,2,2,2,1,2,2,2,2,2,1,1
2,276,3,2,2,2,2,1,2,2,2,2,1,1
2,276,4,2,2,2,1,2,2,2,2,1,1,1
2,276,5,2,2,2,1,2,2,2,2,2,1,1
2,276,6,2,2,2,2,2,2,2,2,2,0,1
2,276,7,2,2,2,2,2,2,2,2,2,0,1
2,276,8,2,2,2,2,2,2,2,2,2,0,1
2,276,9,2,2,2,2,2,2,2,2,2,0,1
2,276,10,2,2,2,2,2,1,2,2,2,1,1
2,276,11,2,2,2,2,1,2,2,2,2,1,1
2,276,12,2,2,2,2,2,2,2,2,2,0,2
2,277,1,2,2,2,1,2,2,2,2,2,1,1
2,277,2,2,2,2,2,2,2,2,2,2,0,2
2,277,3,2,2,2,1,2,2,2,2,2,1,1
2,277,4,2,2,2,2,2,2,2,2,1,1,2
2,277,5,2,2,2,2,2,1,2,2,2,1,2
2,277,6,2,2,2,1,2,2,2,2,2,1,1
2,277,7,2,2,2,2,2,2,2,2,2,0,1
2,277,8,2,2,2,2,2,2,2,2,2,0,1
2,277,9,2,2,2,2,2,2,2,2,1,1,1
2,277,10,2,2,2,2,2,2,2,2,2,0,1
2,277,11,2,2,2,2,2,2,2,2,2,0,1
2,277,12,2,2,2,2,2,2,2,2,2,0,1
2,278,1,2,2,1,1,2,2,2,2,2,1,1
2,278,2,2,2,2,1,2,2,2,2,2,1,1
2,278,3,2,2,2,2,1,2,2,2,2,1,1
2,278,4,2,2,2,2,2,2,2,2,1,1,1
2,278,5,2,2,2,2,2,2,2,2,1,1,1
2,278,6,1,2,2,2,2,2,2,2,2,1,1
2,278,7,2,2,2,2,2,2,2,2,1,1,1
2,278,8,2,2,2,2,2,2,2,2,1,1,1
2,278,9,2,2,1,2,2,2,2,2,2,1,1
2,278,10,2,2,2,2,2,2,2,2,2,0,1
2,278,11,2,1,2,2,2,2,2,2,1,1,1
2,278,12,2,2,2,2,2,2,2,2,1,1,1
1,279,1,2,2,2,2,2,2,2,2,2,0,1
1,279,2,2,2,2,1,2,2,2,2,2,1,2
1,279,3,2,2,2,2,2,2,2,2,2,0,2
1,279,4,2,2,2,2,2,2,2,2,2,0,1
1,279,5,2,2,2,2,2,2,2,2,2,0,2
1,279,7,2,2,2,2,2,2,2,2,2,0,1
1,279,8,2,2,2,2,2,2,2,2,2,0,1
1,279,9,2,2,2,2,2,2,2,2,2,0,2
1,279,10,2,2,2,2,2,2,2,2,2,0,1
1,279,11,2,2,2,2,2,2,2,2,2,0,2
1,279,12,2,2,2,2,2,2,2,2,2,0,1
1,279,13,2,2,2,2,2,2,2,2,2,0,2
2,280,1,2,2,2,2,2,2,2,2,1,1,3
2,280,2,2,2,2,2,1,2,2,2,2,1,2
2,280,3,2,2,2,2,2,2,2,2,2,0,1
2,280,4,2,2,2,2,2,2,2,2,2,0,2
2,280,5,2,2,1,2,2,2,2,2,2,1,1
2,280,6,2,2,2,2,1,2,2,2,2,1,1
2,280,7,2,2,2,2,2,2,2,2,2,0,2
2,280,8,2,2,2,1,2,2,2,2,2,1,2
2,280,9,2,2,2,2,2,2,2,2,2,0,1
2,280,10,2,2,2,1,2,2,2,2,2,1,1
2,280,11,1,2,2,2,2,2,2,2,2,1,1
2,280,12,2,2,2,2,2,2,2,2,2,0,1
1,281,1,2,2,2,2,2,2,2,2,2,0,1
1,281,2,2,2,2,2,2,2,2,2,2,0,1
1,281,3,2,2,2,2,2,2,2,2,2,0,1
1,281,4,1,2,2,2,2,2,2,2,2,1,1
1,281,5,2,2,2,1,1,2,2,2,2,1,4
1,281,6,2,2,2,2,2,2,2,2,2,0,1
1,281,7,2,2,2,2,2,2,2,2,2,0,1
1,281,8,1,2,2,2,2,2,2,2,2,1,2
1,281,9,2,2,2,2,2,2,2,2,2,0,1
1,281,10,2,2,2,2,2,2,2,2,2,0,2
1,281,11,2,2,2,2,2,2,2,2,2,0,1
1,281,13,2,1,2,2,2,2,2,2,2,1,1
2,282,2,2,2,2,2,2,2,2,2,2,0,1
2,282,3,2,2,2,2,2,2,2,2,2,0,1
2,282,4,2,2,2,2,2,2,2,2,2,0,1
2,282,5,2,2,2,2,2,2,2,2,2,0,1
2,282,6,2,2,2,2,2,2,2,2,2,0,1
2,282,7,2,2,2,2,2,2,2,2,2,0,1
2,282,8,2,2,2,2,2,2,2,2,2,0,1
2,282,9,2,2,2,2,2,2,2,2,2,0,1
2,282,10,2,2,2,2,2,2,2,2,2,0,1
2,282,11,2,2,2,2,2,2,2,2,2,0,1
2,282,12,2,2,2,2,2,2,2,2,2,0,1
2,282,14,2,2,2,2,2,2,2,2,2,0,1
1,283,1,2,2,2,2,2,2,2,2,2,0,1
1,283,2,2,1,2,2,2,2,2,2,2,1,1
1,283,4,2,2,2,2,2,2,2,2,2,0,1
1,283,5,1,2,2,2,2,2,2,2,2,1,1
1,283,6,2,2,2,2,1,2,2,2,2,1,1
1,283,7,2,1,2,2,2,2,2,2,2,1,1
1,283,8,2,2,2,2,2,2,2,2,2,0,2
1,283,9,2,2,2,1,2,2,2,2,2,1,1
1,283,10,2,2,2,2,2,2,2,2,1,1,1
1,283,11,2,2,2,2,2,2,2,2,2,0,1
1,283,12,2,2,2,2,2,2,2,2,2,0,1
1,283,16,2,2,2,2,2,2,2,2,2,0,1
1,284,1,1,1,2,2,2,2,2,2,2,1,1
1,284,2,2,2,2,1,2,2,1,2,2,1,1
1,284,3,2,2,2,2,2,2,2,2,2,0,1
1,284,4,2,2,2,2,2,2,2,2,2,0,1
1,284,5,2,2,2,2,2,2,2,2,2,0,1
1,284,6,2,2,2,2,2,2,2,2,2,0,1
1,284,7,2,2,2,2,1,2,2,2,2,1,1
1,284,8,2,2,2,2,2,2,1,2,2,1,1
1,284,9,2,2,2,2,1,2,2,2,2,1,1
1,284,10,2,2,2,1,2,2,2,2,2,1,1
1,284,11,2,2,2,2,2,2,2,2,2,0,1
1,284,12,2,1,2,2,2,2,2,2,1,1,2
1,285,1,1,2,2,2,2,2,2,2,2,1,1
1,285,2,2,2,2,2,2,2,2,2,2,0,1
1,285,3,2,2,2,1,2,2,2,2,2,1,1
1,285,4,2,2,2,2,2,2,2,2,2,0,1
1,285,5,2,2,2,1,2,2,2,2,1,1,1
1,285,6,2,2,2,2,2,2,2,2,2,0,1
1,285,7,2,2,2,2,2,2,2,2,2,0,1
1,285,8,2,2,2,2,2,2,2,2,2,0,2
1,285,9,2,2,2,2,2,2,2,2,2,0,1
1,285,10,2,2,2,2,2,2,2,2,2,0,1
1,285,11,2,2,2,1,2,2,2,2,2,1,1
1,285,12,2,2,2,2,2,2,2,2,2,0,2
2,286,1,2,2,2,2,2,2,2,2,2,0,1
2,286,2,2,2,2,2,2,2,2,2,2,0,1
2,286,3,2,2,2,2,2,2,2,2,2,0,1
2,286,4,2,2,2,2,2,2,2,2,2,0,1
2,286,5,2,2,2,2,2,2,2,2,2,0,1
2,286,6,2,2,2,2,2,2,2,2,2,0,1
2,286,7,2,2,2,2,2,2,2,2,2,0,1
2,286,8,2,2,2,2,2,2,2,2,2,0,1
2,286,9,2,2,2,2,2,2,2,2,2,0,1
2,286,10,2,2,2,2,2,2,2,2,2,0,1
2,286,11,2,2,2,1,2,2,2,2,2,1,1
2,286,12,2,2,2,2,2,2,2,2,2,0,1
1,287,1,2,2,2,2,2,2,2,2,2,0,1
1,287,2,2,2,2,2,2,2,2,2,2,0,1
1,287,3,2,2,2,2,2,2,2,2,2,0,1
1,287,4,2,2,2,2,2,2,2,2,2,0,1
1,287,5,2,2,2,2,2,2,2,2,2,0,1
1,287,6,2,2,2,1,2,2,2,2,2,1,2
1,287,7,2,2,2,1,2,2,2,2,2,1,1
1,287,8,1,2,2,2,2,2,2,2,2,1,1
1,287,9,2,2,2,1,2,2,2,2,2,1,1
1,287,10,2,2,2,2,2,2,2,2,2,0,1
1,287,11,2,2,2,2,2,2,2,2,1,1,1
1,287,13,2,2,2,2,2,2,2,2,2,0,2
2,288,1,2,2,2,2,2,1,2,2,2,1,1
2,288,2,2,2,2,2,2,2,2,2,2,0,1
2,288,3,2,2,2,2,2,2,2,2,2,0,1
2,288,4,2,2,2,2,2,2,2,2,2,0,1
2,288,5,2,2,2,2,2,2,2,2,2,0,1
2,288,6,2,2,2,2,2,2,2,2,2,0,1
2,288,7,2,2,2,1,2,2,2,2,2,1,1
2,288,8,2,2,2,2,2,2,2,2,2,0,1
2,288,9,2,2,2,2,2,2,2,2,2,0,1
2,288,10,2,2,2,2,2,2,2,2,2,0,1
2,288,11,2,2,2,2,2,2,2,2,1,1,1
2,288,12,2,2,2,2,2,2,2,2,2,0,1
2,289,1,2,2,2,2,2,2,2,2,1,1,1
2,289,2,2,2,2,2,2,2,2,2,2,0,1
2,289,3,2,2,2,2,2,2,2,2,2,0,1
2,289,4,2,2,2,2,2,2,2,2,2,0,1
2,289,5,2,2,2,2,2,2,2,2,2,0,1
2,289,6,2,2,2,1,2,2,2,2,2,1,1
2,289,7,2,2,2,2,2,2,2,2,2,0,1
2,289,8,2,2,2,1,2,2,2,2,2,1,1
2,289,9,2,2,2,2,2,2,2,2,2,0,1
2,289,10,2,2,2,2,2,2,2,2,2,0,2
2,289,11,2,2,2,2,2,2,2,2,1,1,1
2,289,12,2,2,2,2,2,2,2,2,2,0,1
1,290,1,2,2,2,2,2,2,2,2,2,0,1
1,290,2,2,2,2,2,2,2,2,2,2,0,7
1,290,3,2,2,2,2,2,2,2,2,2,0,2
1,290,4,2,2,2,2,2,2,2,2,2,0,1
1,290,5,2,2,2,2,2,2,2,2,2,0,2
1,290,7,2,2,2,2,2,2,2,2,2,0,1
1,290,8,2,2,2,2,2,2,2,2,2,0,1
1,290,9,2,2,2,2,2,2,2,2,2,0,1
1,290,10,2,2,2,2,2,2,1,2,2,1,1
1,290,11,2,2,2,2,2,2,2,2,2,0,3
1,290,12,1,2,2,1,2,2,2,2,2,1,1
1,290,14,2,2,2,2,2,2,2,2,2,0,1
2,291,1,2,2,2,2,2,2,2,2,2,0,1
2,291,2,2,2,2,2,2,2,2,2,2,0,1
2,291,3,2,2,2,2,2,2,2,2,2,0,1
2,291,4,2,2,2,2,2,2,2,2,2,0,1
2,291,5,2,2,2,2,2,2,2,2,2,0,2
2,291,6,2,2,2,2,2,2,2,2,2,0,1
2,291,7,2,2,2,2,2,2,2,2,2,0,1
2,291,8,2,2,2,2,2,2,2,2,2,0,1
2,291,9,2,2,2,1,2,2,2,2,2,1,1
2,291,10,2,2,2,2,2,2,2,2,2,0,1
2,291,11,2,2,2,2,2,2,2,2,2,0,1
2,291,15,2,2,2,2,2,2,2,2,2,0,1
2,292,1,2,2,2,2,2,2,2,2,2,0,1
2,292,2,2,2,2,2,2,2,2,2,2,0,1
2,292,3,2,2,2,2,2,2,2,2,1,1,1
2,292,4,2,2,2,2,2,2,2,2,2,0,1
2,292,5,2,2,2,2,2,2,2,2,2,0,1
2,292,6,2,2,2,2,2,2,2,2,2,0,1
2,292,7,2,2,2,2,2,2,2,2,2,0,2
2,292,8,2,2,2,2,2,2,2,2,2,0,1
2,292,9,2,2,2,2,2,2,2,2,2,0,1
2,292,10,2,2,2,2,2,2,2,2,2,0,1
2,292,11,2,2,2,2,2,2,2,2,2,0,1
2,292,12,2,2,2,2,2,2,2,2,2,0,1
2,293,1,2,2,2,2,2,2,2,2,2,0,1
2,293,2,2,2,2,2,2,2,2,2,2,0,1
2,293,3,2,2,2,2,2,2,2,2,2,0,1
2,293,4,2,2,2,2,2,2,2,2,2,0,1
2,293,5,2,2,2,2,2,2,2,2,2,0,1
2,293,6,2,2,2,2,2,2,2,2,2,0,1
2,293,7,2,2,2,2,2,2,2,2,2,0,1
2,293,8,2,2,2,2,2,2,2,2,2,0,1
2,293,9,2,2,2,2,2,2,2,2,2,0,1
2,293,10,2,2,2,2,2,2,2,2,2,0,3
2,293,11,2,2,2,2,2,2,2,2,2,0,1
2,293,12,2,2,2,2,2,2,2,2,2,0,1
1,294,1,2,2,2,1,2,2,2,2,1,1,1
1,294,2,2,2,2,1,2,2,2,2,2,1,1
1,294,3,1,1,2,2,2,2,2,2,2,1,2
1,294,4,2,1,2,2,2,2,2,2,2,1,1
1,294,5,2,2,2,2,2,2,2,2,2,0,1
1,294,7,2,2,2,2,2,2,2,2,2,0,2
1,294,8,2,2,2,1,2,2,2,2,2,1,1
1,294,9,2,2,2,2,2,2,2,2,2,0,1
1,294,10,2,2,2,2,2,2,2,2,2,0,1
1,294,11,2,2,2,2,2,2,2,2,2,0,2
1,294,12,2,1,2,2,1,2,2,2,2,1,1
1,294,15,1,2,2,2,2,2,1,2,2,1,2
1,295,1,2,1,1,2,2,1,2,2,2,1,1
1,295,2,2,2,2,2,2,2,2,2,2,0,1
1,295,3,2,2,2,2,2,2,2,2,2,0,1
1,295,4,2,2,2,1,2,2,2,2,2,1,1
1,295,5,2,2,2,2,2,2,2,2,2,0,1
1,295,6,2,2,2,1,2,2,2,2,2,1,1
1,295,7,1,2,2,2,2,2,2,2,2,1,1
1,295,8,2,2,2,2,2,2,2,2,2,0,1
1,295,9,2,2,2,2,2,2,2,2,2,0,1
1,295,10,1,2,2,2,2,2,2,2,2,1,1
1,295,12,1,2,2,2,2,2,2,2,2,1,1
1,295,13,2,2,2,2,1,2,2,2,2,1,1
2,296,1,2,2,2,2,2,2,2,2,1,1,7
2,296,2,2,2,2,2,2,1,2,2,2,1,1
2,296,3,2,2,2,2,2,2,2,2,1,1,1
2,296,4,2,2,2,2,2,2,2,2,1,1,1
2,296,5,2,2,2,2,2,2,2,2,1,1,1
2,296,6,2,2,1,2,2,2,2,2,2,1,1
2,296,7,1,2,2,2,2,2,2,2,2,1,1
2,296,8,2,2,2,2,2,2,2,2,1,1,1
2,296,9,2,2,2,2,2,2,2,2,2,0,1
2,296,10,1,2,2,2,2,2,2,2,2,1,1
2,296,11,1,2,2,2,2,2,2,2,2,1,1
2,296,12,2,2,2,2,1,1,2,2,2,1,1
1,297,1,2,2,2,2,2,2,2,2,2,0,1
1,297,2,2,2,2,2,2,2,2,2,1,1,1
1,297,4,2,2,1,2,2,2,1,2,2,1,12
1,297,5,2,2,2,2,2,2,2,2,2,0,2
1,297,6,1,2,2,2,2,2,2,2,2,1,2
1,297,7,2,2,2,2,2,2,2,2,2,0,1
1,297,8,2,2,2,2,2,2,2,2,2,0,1
1,297,9,1,2,2,1,2,2,2,2,2,1,10
1,297,11,2,2,2,2,2,1,2,2,2,1,1
1,297,12,2,2,1,2,2,2,2,2,2,1,1
1,297,13,2,2,2,2,2,2,2,2,2,0,1
1,297,16,1,2,2,2,2,2,2,2,2,1,2
2,298,1,2,2,2,2,2,2,2,2,1,1,1
2,298,2,2,2,2,2,2,2,2,2,2,0,1
2,298,3,2,2,2,2,2,2,2,2,2,0,1
2,298,4,2,2,2,2,2,2,2,2,2,0,1
2,298,5,2,2,2,2,2,2,2,2,2,0,1
2,298,6,2,2,2,2,2,2,2,2,1,1,1
2,298,7,2,1,2,2,2,2,2,2,1,1,1
2,298,8,2,2,2,2,2,2,2,2,2,0,1
2,298,9,2,2,2,2,2,2,2,2,2,0,1
