"grappe","vague","s00q02","s00q03","s00q04__1","s00q04__2","s00q04__3","s00q04__4","s00q04__5","s00q04__6","s00q04__7","s00q04__8","s00q04__9","s00q05","s00q06"
348,2,2,33,0,0,0,1,0,0,0,0,0,3,4
348,2,1,45,0,0,0,0,0,0,0,0,1,15,1
484,2,1,65,0,1,0,0,0,0,0,0,0,65,1
484,2,1,47,0,0,0,0,0,1,0,0,0,47,2
484,2,1,70,0,1,0,0,0,0,0,0,0,70,1
484,2,1,50,0,0,0,0,0,0,1,0,0,50,1
484,2,1,52,1,0,0,0,0,0,0,0,0,52,3
484,2,1,57,0,1,0,0,0,0,0,0,0,57,1
484,2,1,37,0,0,0,0,0,1,0,0,0,37,2
417,1,2,30,0,0,0,0,0,0,0,0,1,15,1
417,1,1,62,0,0,0,0,0,0,0,0,1,10,1
417,1,2,40,0,0,0,0,0,0,0,0,1,30,1
417,1,1,44,0,0,0,0,0,0,0,0,1,12,1
417,1,1,53,0,0,0,0,0,0,0,0,1,8,1
417,1,2,50,0,0,0,0,0,0,0,0,1,30,2
417,1,1,69,1,0,0,0,0,0,0,0,0,25,1
67,1,1,40,0,0,0,1,0,0,0,0,0,40,3
67,1,1,30,0,0,0,0,0,0,0,0,1,30,1
67,1,1,55,1,0,0,0,0,0,0,0,0,55,1
67,1,1,50,0,1,0,0,0,0,0,0,0,50,1
67,1,1,82,1,0,0,0,0,0,0,0,0,82,1
67,1,1,40,0,1,0,0,0,0,0,0,0,40,1
67,1,2,48,0,0,0,0,0,0,0,0,1,48,2
67,1,1,30,0,0,0,0,0,0,0,0,1,30,1
67,1,1,70,1,0,0,0,0,0,0,0,0,70,1
67,1,2,46,0,0,0,0,0,0,0,0,1,46,2
67,1,1,35,0,0,1,0,0,0,0,0,0,35,4
67,1,1,25,0,0,0,0,0,0,0,0,1,25,1
67,1,1,75,1,0,0,0,0,0,0,0,0,75,1
67,1,1,36,0,1,0,0,0,0,0,0,0,36,1
390,2,1,40,0,0,0,0,0,0,0,0,1,40,2
390,2,1,45,0,0,0,0,0,1,0,0,0,45,2
390,2,1,70,0,0,0,0,0,1,0,0,0,70,1
390,2,1,60,0,0,0,0,0,1,0,0,0,20,1
17,1,1,28,0,0,1,0,0,0,0,0,0,6,3
17,1,1,36,0,0,0,0,0,0,0,0,1,26,1
17,1,1,50,1,0,0,0,0,0,0,0,0,26,1
17,1,1,41,0,0,0,1,0,0,0,0,0,1,4
17,1,2,65,0,0,0,0,0,0,0,0,1,26,1
17,1,1,38,0,0,0,0,0,0,1,0,0,10,1
17,1,1,40,0,0,0,0,0,0,0,0,1,20,2
17,1,1,50,0,0,0,0,0,0,0,0,1,26,1
182,2,1,72,0,1,0,0,0,0,0,0,0,62,1
182,2,1,65,1,0,0,0,0,0,0,0,0,62,1
182,2,1,35,0,1,0,0,0,0,0,0,0,35,1
182,2,1,41,0,0,1,0,0,0,0,0,0,2,3
182,2,1,35,0,0,0,0,0,0,0,0,1,35,1
182,2,1,41,0,1,0,0,0,0,0,0,0,41,1
182,2,1,40,0,0,0,0,0,0,0,0,1,40,1
294,1,1,42,0,0,0,0,0,1,0,0,0,20,2
294,1,1,56,0,1,0,0,0,0,0,0,0,19,2
294,1,2,56,0,0,0,0,0,0,0,0,1,15,1
294,1,1,21,0,0,0,0,0,1,0,0,0,21,3
294,1,1,37,0,0,0,0,0,0,0,0,1,20,2
294,1,1,53,0,1,0,0,0,0,0,0,0,19,1
294,1,1,33,0,0,0,0,0,1,0,0,0,20,2
294,1,1,56,0,0,0,0,0,0,1,0,0,56,1
294,1,1,75,0,1,0,0,0,0,0,0,0,20,2
294,1,1,53,1,0,0,0,0,0,0,0,0,19,1
118,2,1,54,0,0,0,0,1,0,0,0,0,33,3
118,2,1,40,0,1,0,0,0,0,0,0,0,0,2
118,2,1,88,0,1,0,0,0,0,0,0,0,88,1
118,2,1,86,0,1,0,0,0,0,0,0,0,86,1
118,2,1,67,1,0,0,0,0,0,0,0,0,67,3
316,2,1,48,0,1,0,0,0,0,0,0,0,48,1
316,2,2,47,0,0,0,0,0,0,0,0,1,47,2
316,2,1,63,0,1,0,0,0,0,0,0,0,63,4
316,2,2,46,0,0,0,0,0,0,0,0,1,46,2
316,2,1,66,1,0,0,0,0,0,0,0,0,66,3
316,2,2,37,0,0,0,0,0,0,0,0,1,37,1
316,2,1,60,0,1,0,0,0,0,0,0,0,60,2
316,2,1,61,0,1,0,0,0,0,0,0,0,61,3
316,2,2,32,0,0,0,0,0,0,0,0,1,32,1
316,2,1,66,0,1,0,0,0,0,0,0,0,66,5
316,2,2,45,0,0,0,0,0,0,0,0,1,45,2
316,2,2,31,0,0,0,0,0,0,0,0,1,31,2
493,1,1,36,1,0,0,0,0,0,0,0,0,36,3
493,1,1,41,0,0,0,0,0,0,0,0,1,41,3
493,1,1,42,0,0,0,0,0,0,0,0,1,42,2
493,1,1,76,0,1,0,0,0,0,0,0,0,76,1
493,1,1,45,0,0,1,0,0,0,0,0,0,4,4
493,1,1,37,0,0,0,0,0,0,0,0,1,37,2
493,1,1,45,0,0,0,0,0,0,0,0,1,45,3
493,1,2,40,0,0,0,0,0,0,0,0,1,20,3
493,1,2,36,0,0,0,1,0,0,0,0,0,4,4
493,1,1,60,0,1,0,0,0,0,0,0,0,60,1
340,2,1,47,0,1,0,0,0,0,0,0,0,47,1
340,2,1,65,0,1,0,0,0,0,0,0,0,65,1
340,2,1,65,1,0,0,0,0,0,0,0,0,65,1
340,2,1,66,0,1,0,0,0,0,0,0,0,66,1
340,2,2,60,0,0,0,0,0,0,0,0,1,60,1
340,2,2,40,0,0,0,0,0,0,0,0,1,40,1
340,2,1,37,0,0,1,0,0,0,0,0,0,1,4
340,2,1,67,0,1,0,0,0,0,0,0,0,67,1
340,2,1,47,0,1,0,0,0,0,0,0,0,47,1
340,2,1,61,0,1,0,0,0,0,0,0,0,61,1
340,2,1,45,0,1,0,0,0,0,0,0,0,45,1
130,2,1,77,1,0,0,0,0,0,0,0,0,47,1
130,2,1,49,0,0,0,0,0,1,0,0,0,49,1
130,2,1,35,0,0,1,0,0,0,0,0,0,4,4
130,2,2,29,0,0,1,0,0,0,0,0,0,3,4
130,2,1,65,0,1,0,0,0,0,0,0,0,40,1
130,2,1,45,0,0,0,0,0,1,0,0,0,45,1
130,2,1,63,0,0,0,0,0,0,0,0,1,63,1
130,2,1,72,0,1,0,0,0,0,0,0,0,72,1
412,2,1,37,0,0,1,0,0,0,0,0,0,3,5
412,2,1,31,0,0,1,0,0,0,0,0,0,2,4
412,2,1,55,1,0,0,0,0,0,0,0,0,55,2
412,2,1,47,0,1,0,0,0,0,0,0,0,47,2
412,2,1,42,0,1,0,0,0,0,0,0,0,42,3
412,2,1,55,0,1,0,0,0,0,0,0,0,55,1
412,2,1,45,0,0,0,1,0,0,0,0,0,3,3
412,2,1,35,0,1,0,0,0,0,0,0,0,35,2
412,2,1,42,0,0,1,0,0,0,0,0,0,3,5
412,2,1,55,0,1,0,0,0,0,0,0,0,55,1
333,1,1,52,0,1,0,0,0,0,0,0,0,52,1
333,1,1,60,0,1,0,0,0,0,0,0,0,60,1
333,1,1,67,0,0,0,0,0,0,1,0,0,67,1
333,1,1,41,0,0,0,0,0,0,0,0,1,41,1
333,1,1,50,0,1,0,0,0,0,0,0,0,50,1
333,1,1,55,1,0,0,0,0,0,0,0,0,55,1
333,1,1,45,0,1,0,0,0,0,0,0,0,45,1
333,1,1,70,0,1,0,0,0,0,0,0,0,70,1
333,1,1,57,0,1,0,0,0,0,0,0,0,57,1
333,1,1,39,0,0,0,0,0,0,0,0,1,39,1
333,1,1,30,0,0,0,0,0,0,0,0,1,30,1
333,1,1,38,0,1,0,0,0,0,0,0,0,38,1
333,1,1,61,0,1,0,0,0,0,0,0,0,61,1
155,1,1,50,0,0,0,1,0,0,0,0,0,9,3
155,1,1,41,0,0,0,0,0,1,0,0,0,41,2
155,1,1,80,1,0,0,0,0,0,0,0,0,60,1
155,1,1,32,0,0,0,0,1,0,0,0,0,32,1
155,1,1,26,0,0,1,0,0,0,0,0,0,3,4
155,1,1,47,0,1,0,0,0,0,0,0,0,47,2
103,2,1,40,0,1,0,0,0,0,0,0,0,40,1
103,2,1,26,0,0,0,1,0,0,0,0,0,26,3
103,2,1,37,0,1,0,0,0,0,0,0,0,37,1
103,2,1,35,0,1,0,0,0,0,0,0,0,35,1
103,2,1,50,0,1,0,0,0,0,0,0,0,50,1
103,2,1,63,0,1,0,0,0,0,0,0,0,63,1
103,2,2,35,0,0,1,0,0,0,0,0,0,4,4
103,2,1,30,0,1,0,0,0,0,0,0,0,30,1
103,2,1,80,1,0,0,0,0,0,0,0,0,80,1
101,1,1,62,0,0,0,0,0,0,0,0,1,62,2
101,1,2,47,0,0,0,0,0,0,0,0,1,47,1
101,1,1,37,0,0,0,0,0,0,0,0,1,37,3
101,1,1,25,0,0,0,0,0,1,0,0,0,25,3
101,1,1,26,0,0,0,1,0,0,0,0,0,26,5
101,1,1,45,0,1,0,0,0,0,0,0,0,45,1
101,1,2,32,0,0,0,0,0,0,0,0,1,32,2
101,1,1,53,0,0,0,0,0,0,0,0,1,31,1
101,1,1,62,0,0,0,0,0,0,0,0,1,62,1
101,1,1,86,1,0,0,0,0,0,0,0,0,51,1
101,1,1,48,0,1,0,0,0,0,0,0,0,22,1
101,1,1,33,0,0,0,0,0,0,0,0,1,20,2
101,1,2,41,0,0,0,0,0,0,0,0,1,41,1
291,2,1,60,0,1,0,0,0,0,0,0,0,60,1
291,2,1,67,0,1,0,0,0,0,0,0,0,67,1
291,2,1,55,0,1,0,0,0,0,0,0,0,55,1
291,2,1,42,0,1,0,0,0,0,0,0,0,42,1
291,2,1,38,0,1,0,0,0,0,0,0,0,38,1
291,2,1,41,0,1,0,0,0,0,0,0,0,41,1
291,2,1,63,0,1,0,0,0,0,0,0,0,63,1
429,1,1,45,0,0,0,0,0,1,0,0,0,10,1
429,1,1,34,0,0,0,0,0,0,0,0,1,3,1
429,1,1,26,0,0,1,0,0,0,0,0,0,1,3
429,1,1,55,0,0,0,0,0,0,0,0,1,55,1
429,1,1,65,0,0,0,0,0,0,0,0,1,65,1
468,2,2,31,0,0,0,1,0,0,0,0,0,12,4
468,2,1,37,0,0,0,0,0,1,0,0,0,20,1
468,2,2,41,0,0,0,0,0,1,0,0,0,20,3
468,2,1,39,0,0,0,1,0,0,0,0,0,16,4
468,2,1,56,0,0,1,0,0,0,0,0,0,15,5
468,2,1,71,0,0,0,0,0,1,0,0,0,31,1
468,2,1,43,0,0,0,0,0,0,1,0,0,18,3
51,1,2,52,0,0,0,0,0,0,0,0,1,34,1
51,1,1,56,0,0,0,0,0,0,0,0,1,26,1
51,1,2,35,0,0,0,0,0,0,0,0,1,30,2
51,1,1,28,0,0,0,0,0,0,0,0,1,28,3
51,1,1,50,1,0,0,0,0,0,0,0,0,30,1
51,1,2,65,0,0,0,0,0,0,0,0,1,65,1
51,1,1,30,0,0,0,0,0,0,0,0,1,30,1
40,2,1,35,0,1,0,0,0,0,0,0,0,35,1
40,2,1,78,1,0,0,0,0,0,0,0,0,78,1
40,2,1,53,0,1,0,0,0,0,0,0,0,53,1
40,2,1,28,0,0,1,0,0,0,0,0,0,2,5
233,1,1,29,0,0,0,0,0,0,0,0,1,0,1
233,1,1,75,1,0,0,0,0,0,0,0,0,8,1
233,1,1,55,0,0,0,0,0,0,0,0,1,3,1
233,1,1,26,0,0,0,0,0,0,0,0,1,3,1
233,1,1,70,1,0,0,0,0,0,0,0,0,70,1
233,1,1,32,0,0,0,0,0,0,0,0,1,5,1
233,1,1,30,0,0,0,0,0,0,0,0,1,1,1
233,1,1,27,0,0,0,0,0,0,0,0,1,8,1
233,1,1,59,0,0,0,0,0,0,1,0,0,18,1
233,1,1,53,0,0,0,0,0,0,0,0,1,1,1
233,1,1,53,0,0,0,0,0,0,0,0,1,8,2
233,1,1,80,1,0,0,0,0,0,0,0,0,50,1
233,1,1,58,0,0,0,0,0,0,0,0,1,7,1
233,1,1,51,0,1,0,0,0,0,0,0,0,2,2
5,1,2,63,0,1,0,0,0,0,0,0,0,31,1
5,1,1,65,0,1,0,0,0,0,0,0,0,8,2
5,1,1,67,0,0,0,0,0,0,0,0,1,38,2
5,1,2,50,0,0,0,1,0,0,0,0,0,6,5
5,1,2,49,0,0,0,0,0,0,0,0,1,19,3
5,1,1,64,1,0,0,0,0,0,0,0,0,25,1
5,1,1,65,0,0,0,0,0,0,0,0,1,35,1
5,1,1,36,0,1,0,0,0,0,0,0,0,10,3
5,1,1,49,0,0,0,0,0,0,0,0,1,15,1
5,1,1,69,0,0,0,0,0,0,0,0,1,28,3
39,1,2,60,0,1,0,0,0,0,0,0,0,45,1
39,1,1,38,0,0,0,0,0,0,0,0,1,38,1
39,1,2,65,0,0,0,0,0,0,0,0,1,35,1
39,1,2,38,0,0,0,0,0,0,0,0,1,38,1
39,1,2,41,0,0,0,0,0,0,0,0,1,41,1
39,1,1,70,0,0,0,0,0,0,0,0,1,38,1
39,1,2,33,0,0,0,0,0,0,0,0,1,25,2
39,1,1,40,1,0,0,0,0,0,0,0,0,40,1
138,2,1,47,1,0,0,0,0,0,0,0,0,40,2
138,2,1,75,0,1,0,0,0,0,0,0,0,75,1
138,2,1,59,0,0,0,0,0,1,0,0,0,59,1
138,2,1,66,0,0,0,0,0,0,1,0,0,66,1
138,2,1,56,0,0,0,0,0,0,1,0,0,56,1
138,2,1,59,0,0,0,0,0,0,0,0,1,59,1
138,2,1,51,0,0,0,0,0,1,0,0,0,51,2
138,2,1,59,0,1,0,0,0,0,0,0,0,59,2
219,1,1,70,0,1,0,0,0,0,0,0,0,70,1
219,1,1,60,0,1,0,0,0,0,0,0,0,60,1
219,1,1,34,0,0,1,0,0,0,0,0,0,4,4
219,1,2,50,0,0,0,0,0,0,0,0,1,50,1
219,1,1,74,1,0,0,0,0,0,0,0,0,74,1
219,1,1,44,0,1,0,0,0,0,0,0,0,2,1
219,1,1,40,0,0,0,0,0,0,0,0,1,5,1
81,2,1,60,1,0,0,0,0,0,0,0,0,30,1
81,2,1,69,0,1,0,0,0,0,0,0,0,69,1
81,2,1,63,0,1,0,0,0,0,0,0,0,63,1
81,2,1,71,0,1,0,0,0,0,0,0,0,40,1
81,2,1,56,0,1,0,0,0,0,0,0,0,30,1
81,2,1,77,1,0,0,0,0,0,0,0,0,60,1
81,2,1,25,0,0,1,0,0,0,0,0,0,2,3
81,2,1,65,1,0,0,0,0,0,0,0,0,65,1
81,2,1,50,1,0,0,0,0,0,0,0,0,50,1
81,2,1,63,1,0,0,0,0,0,0,0,0,63,1
384,2,1,40,0,0,0,0,0,0,0,0,1,9,1
384,2,1,55,0,0,0,0,0,0,0,0,1,15,1
384,2,1,55,0,0,0,0,0,0,0,0,1,15,1
384,2,1,50,0,0,0,0,0,0,0,0,1,7,1
384,2,1,42,0,0,0,0,0,0,0,0,1,0,1
384,2,1,50,0,0,0,0,0,0,0,0,1,10,1
384,2,1,54,0,0,0,0,0,0,0,0,1,10,1
384,2,1,65,0,0,0,0,0,0,0,0,1,20,1
384,2,1,75,1,0,0,0,0,0,0,0,0,75,1
379,1,1,50,0,0,0,0,0,0,1,0,0,50,2
379,1,1,50,0,1,0,0,0,0,0,0,0,50,1
379,1,1,50,0,1,0,0,0,0,0,0,0,50,2
379,1,1,56,0,1,0,0,0,0,0,0,0,56,1
379,1,1,35,0,1,0,0,0,0,0,0,0,35,1
379,1,1,60,0,1,0,0,0,0,0,0,0,60,1
379,1,1,50,0,1,0,0,0,0,0,0,0,50,1
14,2,1,60,0,1,0,0,0,0,0,0,0,60,1
14,2,2,55,0,1,0,0,0,0,0,0,0,55,1
14,2,1,41,0,1,0,0,0,0,0,0,0,41,2
14,2,1,22,0,1,0,0,0,0,0,0,0,22,1
14,2,1,23,0,1,0,0,0,0,0,0,0,23,1
14,2,1,60,0,1,0,0,0,0,0,0,0,60,1
14,2,1,60,0,1,0,0,0,0,0,0,0,60,1
14,2,1,55,1,0,0,0,0,0,0,0,0,55,1
14,2,1,18,0,1,0,0,0,0,0,0,0,18,2
14,2,1,30,0,1,0,0,0,0,0,0,0,30,1
14,2,1,45,0,1,0,0,0,0,0,0,0,45,2
14,2,1,34,0,1,0,0,0,0,0,0,0,34,1
322,2,1,34,0,0,0,0,0,0,0,0,1,34,3
322,2,1,37,0,0,0,1,0,0,0,0,0,0,4
322,2,1,41,0,0,1,0,0,0,0,0,0,2,4
322,2,1,37,0,0,0,0,0,0,0,0,1,10,2
322,2,1,69,0,0,0,0,0,0,1,0,0,30,1
322,2,2,60,0,0,0,0,0,0,0,0,1,60,1
322,2,1,37,1,0,0,0,0,0,0,0,0,37,1
198,2,1,70,0,0,0,0,0,0,1,0,0,70,1
198,2,1,45,0,1,0,0,0,0,0,0,0,45,1
198,2,2,60,0,0,0,0,0,0,0,0,1,60,1
198,2,1,60,0,1,0,0,0,0,0,0,0,60,1
198,2,1,68,0,1,0,0,0,0,0,0,0,60,3
198,2,2,60,0,0,0,0,0,0,0,0,1,60,1
198,2,1,52,1,0,0,0,0,0,0,0,0,52,1
198,2,2,38,0,0,0,0,0,0,0,0,1,38,1
198,2,1,65,0,1,0,0,0,0,0,0,0,65,1
450,2,1,47,0,0,0,0,0,1,0,0,0,10,4
450,2,1,50,0,1,0,0,0,0,0,0,0,20,2
450,2,1,43,0,0,0,0,0,1,0,0,0,15,3
450,2,1,49,0,0,0,0,0,1,0,0,0,15,2
450,2,1,45,0,0,1,0,0,0,0,0,0,5,5
450,2,1,50,0,1,0,0,0,0,0,0,0,10,1
450,2,1,38,0,1,0,0,0,0,0,0,0,30,2
450,2,1,61,0,1,0,0,0,0,0,0,0,20,5
450,2,1,45,0,1,0,0,0,0,0,0,0,15,4
450,2,1,53,0,1,0,0,0,0,0,0,0,5,1
4,2,1,66,0,1,0,0,0,0,0,0,0,9,2
4,2,1,65,1,0,0,0,0,0,0,0,0,30,1
4,2,1,28,0,0,0,0,0,1,0,0,0,3,3
491,1,1,81,0,0,0,0,0,0,1,0,0,16,1
491,1,1,48,0,1,0,0,0,0,0,0,0,20,1
491,1,1,49,0,0,0,0,0,0,1,0,0,8,1
491,1,1,31,0,0,0,0,0,0,0,0,1,13,3
491,1,1,56,0,1,0,0,0,0,0,0,0,9,1
491,1,1,44,0,0,0,0,0,1,0,0,0,8,1
75,1,1,36,0,1,0,0,0,0,0,0,0,36,1
75,1,1,47,0,1,0,0,0,0,0,0,0,47,1
75,1,1,47,0,1,0,0,0,0,0,0,0,47,1
75,1,1,30,0,0,1,0,0,0,0,0,0,2,4
75,1,1,50,0,1,0,0,0,0,0,0,0,50,1
75,1,1,42,0,1,0,0,0,0,0,0,0,42,2
75,1,1,40,0,1,0,0,0,0,0,0,0,40,1
151,1,1,56,0,0,0,0,0,0,1,0,0,56,1
151,1,1,67,0,0,0,0,0,0,1,0,0,67,1
151,1,1,38,0,0,0,0,1,0,0,0,0,38,2
151,1,1,42,0,0,0,0,0,1,0,0,0,42,2
151,1,1,46,0,1,0,0,0,0,0,0,0,46,1
351,1,1,84,1,0,0,0,0,0,0,0,0,84,1
351,1,1,30,0,0,0,0,0,0,0,0,1,30,1
351,1,1,40,0,0,0,0,0,0,1,0,0,40,1
351,1,1,39,0,1,0,0,0,0,0,0,0,39,1
351,1,1,38,0,1,0,0,0,0,0,0,0,38,1
351,1,1,38,0,1,0,0,0,0,0,0,0,38,1
351,1,1,32,0,0,0,0,0,0,0,0,1,32,1
351,1,1,44,0,1,0,0,0,0,0,0,0,44,1
351,1,1,32,0,0,0,0,0,0,0,0,1,32,1
351,1,1,40,0,1,0,0,0,0,0,0,0,40,1
163,1,1,68,0,1,0,0,0,0,0,0,0,44,1
163,1,1,70,1,0,0,0,0,0,0,0,0,50,2
163,1,1,63,0,1,0,0,0,0,0,0,0,34,1
163,1,1,67,0,0,0,0,0,0,1,0,0,40,1
163,1,1,37,0,0,0,0,0,0,0,0,1,7,1
163,1,1,66,0,1,0,0,0,0,0,0,0,36,1
163,1,1,47,1,0,0,0,0,0,0,0,0,30,1
163,1,1,39,0,1,0,0,0,0,0,0,0,15,3
163,1,1,51,0,0,0,0,0,1,0,0,0,26,1
9,1,1,44,0,0,0,0,0,1,0,0,0,24,1
9,1,1,66,0,0,0,0,0,0,0,0,1,34,1
9,1,2,51,0,0,0,0,0,0,0,0,1,33,1
9,1,1,58,1,0,0,0,0,0,0,0,0,28,3
9,1,1,35,0,0,0,0,0,0,0,0,1,32,3
9,1,1,40,0,0,0,0,0,0,0,0,1,26,1
9,1,1,58,0,0,0,0,0,0,0,0,1,28,1
9,1,1,41,0,0,0,1,0,0,0,0,0,41,3
9,1,2,38,0,0,0,0,0,0,0,0,1,31,1
9,1,1,41,0,1,0,0,0,0,0,0,0,22,3
9,1,1,46,0,1,0,0,0,0,0,0,0,34,2
133,1,1,56,0,1,0,0,0,0,0,0,0,56,1
133,1,2,67,0,0,0,0,0,0,0,0,1,63,1
133,1,1,60,1,0,0,0,0,0,0,0,0,60,2
133,1,1,70,0,1,0,0,0,0,0,0,0,70,1
290,1,1,52,0,0,0,0,0,0,1,0,0,9,1
290,1,1,55,0,1,0,0,0,0,0,0,0,10,1
290,1,1,57,0,0,0,0,0,0,0,1,0,15,1
290,1,1,40,0,0,0,0,0,0,0,0,1,2,1
290,1,1,65,1,0,0,0,0,0,0,0,0,22,1
290,1,1,34,0,0,1,0,0,0,0,0,0,1,3
290,1,1,37,0,0,0,0,0,1,0,0,0,0,1
46,2,1,58,0,1,0,0,0,0,0,0,0,58,1
46,2,1,65,0,1,0,0,0,0,0,0,0,65,1
46,2,1,31,0,1,0,0,0,0,0,0,0,31,1
46,2,1,43,0,1,0,0,0,0,0,0,0,43,1
46,2,1,69,0,1,0,0,0,0,0,0,0,69,1
46,2,1,55,0,1,0,0,0,0,0,0,0,55,1
360,2,1,35,0,0,1,0,0,0,0,0,0,5,4
360,2,2,48,0,0,0,0,0,0,0,0,1,48,1
360,2,1,56,0,0,0,0,0,0,0,0,1,32,2
360,2,2,40,0,0,0,0,0,0,0,0,1,25,4
360,2,1,24,0,0,0,0,0,0,0,0,1,24,3
360,2,1,60,1,0,0,0,0,0,0,0,0,60,1
360,2,1,74,0,0,0,0,0,0,1,0,0,30,1
122,2,1,46,0,1,0,0,0,0,0,0,0,46,1
122,2,1,75,1,0,0,0,0,0,0,0,0,75,1
122,2,1,45,0,1,0,0,0,0,0,0,0,45,1
122,2,1,50,0,1,0,0,0,0,0,0,0,50,1
122,2,1,90,0,1,0,0,0,0,0,0,0,90,1
122,2,1,65,0,1,0,0,0,0,0,0,0,65,2
122,2,1,60,0,1,0,0,0,0,0,0,0,60,1
122,2,1,80,0,1,0,0,0,0,0,0,0,80,1
458,2,1,42,0,0,0,0,0,1,0,0,0,12,5
458,2,1,40,0,0,0,0,0,1,0,0,0,30,1
458,2,1,29,0,0,0,0,0,1,0,0,0,29,1
458,2,1,36,1,0,0,0,0,0,0,0,0,36,2
458,2,1,35,0,0,0,0,0,1,0,0,0,20,1
458,2,1,39,0,0,0,0,0,1,0,0,0,15,3
262,2,1,79,0,0,0,0,0,0,0,0,1,13,1
262,2,1,45,0,0,0,0,0,0,0,0,1,0,1
262,2,1,30,0,0,0,0,0,0,0,0,1,0,1
262,2,1,69,0,0,0,0,0,0,0,0,1,15,1
262,2,1,65,0,0,0,0,0,1,0,0,0,0,1
262,2,1,81,0,0,0,0,0,0,0,0,1,20,1
262,2,1,54,1,0,0,0,0,0,0,0,0,54,1
262,2,1,66,0,0,0,0,0,0,0,0,1,40,1
262,2,1,68,0,0,0,0,0,0,0,0,1,17,1
344,2,1,73,1,0,0,0,0,0,0,0,0,73,1
344,2,1,55,0,1,0,0,0,0,0,0,0,39,1
344,2,2,30,0,0,0,0,0,0,0,0,1,30,1
344,2,1,35,0,1,0,0,0,0,0,0,0,1,3
344,2,1,38,0,1,0,0,0,0,0,0,0,38,1
344,2,1,60,0,0,0,0,0,0,1,0,0,35,1
344,2,2,39,0,1,0,0,0,0,0,0,0,38,1
174,2,1,41,0,1,0,0,0,0,0,0,0,41,1
174,2,2,48,0,0,0,0,0,0,0,0,1,48,1
174,2,1,37,0,0,0,0,0,0,0,0,1,37,1
174,2,1,55,0,1,0,0,0,0,0,0,0,55,1
174,2,2,30,0,1,0,0,0,0,0,0,0,30,2
174,2,1,55,1,0,0,0,0,0,0,0,0,55,1
174,2,1,36,0,1,0,0,0,0,0,0,0,36,1
174,2,1,60,0,1,0,0,0,0,0,0,0,60,1
174,2,2,40,0,0,0,0,0,0,0,0,1,40,1
174,2,1,50,0,1,0,0,0,0,0,0,0,50,1
356,2,1,65,0,0,0,0,0,0,1,0,0,36,1
356,2,1,65,1,0,0,0,0,0,0,0,0,30,2
356,2,1,38,0,0,1,0,0,0,0,0,0,6,4
356,2,2,70,0,0,0,0,0,0,0,0,1,70,1
356,2,1,45,0,1,0,0,0,0,0,0,0,45,3
356,2,2,47,0,0,0,0,0,0,0,0,1,47,3
356,2,1,60,0,0,0,0,0,0,0,0,1,31,3
328,2,1,45,0,1,0,0,0,0,0,0,0,12,2
328,2,1,58,0,1,0,0,0,0,0,0,0,20,1
328,2,1,61,0,1,0,0,0,0,0,0,0,61,2
328,2,1,41,0,0,0,0,0,1,0,0,0,41,2
328,2,1,50,1,0,0,0,0,0,0,0,0,50,1
328,2,2,36,0,0,0,1,0,0,0,0,0,10,4
328,2,1,65,0,0,0,0,0,0,0,0,1,5,5
310,2,1,67,0,1,0,0,0,0,0,0,0,67,1
310,2,1,49,0,1,0,0,0,0,0,0,0,49,1
310,2,1,66,0,1,0,0,0,0,0,0,0,66,1
310,2,1,63,0,1,0,0,0,0,0,0,0,63,1
310,2,2,70,0,0,0,0,0,0,0,0,1,70,1
310,2,1,64,0,1,0,0,0,0,0,0,0,64,1
310,2,1,66,0,1,0,0,0,0,0,0,0,66,1
310,2,1,41,0,0,1,0,0,0,0,0,0,3,4
310,2,1,52,1,0,0,0,0,0,0,0,0,52,1
310,2,1,35,0,1,0,0,0,0,0,0,0,35,1
310,2,1,58,0,1,0,0,0,0,0,0,0,58,1
310,2,2,63,0,0,0,0,0,0,0,0,1,63,1
310,2,1,64,0,1,0,0,0,0,0,0,0,64,1
310,2,2,60,0,0,0,0,0,0,0,0,1,60,1
471,1,1,50,0,0,0,0,0,0,0,0,1,50,2
471,1,2,55,0,1,0,0,0,0,0,0,0,55,2
471,1,2,56,0,0,0,0,0,0,0,0,1,56,2
471,1,1,56,0,1,0,0,0,0,0,0,0,56,5
470,2,2,34,0,0,0,0,0,1,0,0,0,34,2
470,2,1,41,0,1,0,0,0,0,0,0,0,41,1
470,2,1,18,0,0,0,0,0,0,0,0,1,18,3
470,2,2,44,0,0,0,1,0,0,0,0,0,1,4
470,2,1,52,1,0,0,0,0,0,0,0,0,52,3
470,2,1,45,0,0,1,0,0,0,0,0,0,5,4
470,2,2,47,0,0,0,0,0,1,0,0,0,47,1
470,2,2,39,0,1,0,0,0,0,0,0,0,13,3
470,2,1,33,0,0,0,0,0,1,0,0,0,33,2
472,2,2,34,0,0,0,0,0,1,0,0,0,34,2
472,2,1,18,0,0,0,0,0,0,0,0,1,18,2
472,2,1,33,0,0,0,0,0,1,0,0,0,33,2
472,2,1,40,0,1,0,0,0,0,0,0,0,40,1
472,2,1,45,0,0,1,0,0,0,0,0,0,5,4
472,2,2,44,0,0,0,1,0,0,0,0,0,1,4
472,2,2,47,0,0,0,0,0,1,0,0,0,47,1
472,2,1,52,1,0,0,0,0,0,0,0,0,52,3
472,2,1,41,0,1,0,0,0,0,0,0,0,41,1
325,1,1,28,0,0,0,0,0,0,0,0,1,28,1
